TransactionID,Date,Time,State
10300208,1/8/2021,11:05:23 AM,Pennsylvania
10300202,1/8/2021,11:14:38 AM,Pennsylvania
10300188,1/8/2021,11:22:09 AM,New York
10300200,1/8/2021,11:27:34 AM,South Carolina
10300210,1/8/2021,11:44:34 AM,California
10300198,1/8/2021,11:48:14 AM,New York
10300211,1/8/2021,12:24:12 PM,Texas
10300207,1/8/2021,12:25:15 PM,New York
10300197,1/8/2021,12:27:14 PM,Pennsylvania
10300199,1/8/2021,12:46:42 PM,Connecticut
10300204,1/8/2021,1:41:15 AM,Connecticut
10300191,1/8/2021,1:57:47 AM,Pennsylvania
10300193,1/8/2021,1:58:15 AM,New Jersey
10300215,1/8/2021,2:36:05 AM,California
10300196,1/8/2021,2:36:55 AM,Ohio
10300218,1/9/2021,5:06:27 AM,Ohio
10300230,1/9/2021,8:08:38 AM,New York
10300229,1/9/2021,9:20:09 AM,New Jersey
10300217,1/9/2021,9:24:05 AM,New York
10300224,1/9/2021,9:31:08 AM,New York
10300226,1/9/2021,9:49:40 AM,New York
10300228,1/9/2021,10:01:10 AM,Tennessee
10300233,1/9/2021,10:19:43 AM,Michigan
10300221,1/9/2021,10:33:41 AM,Connecticut
10300222,1/9/2021,10:58:22 AM,Washington
10300232,1/9/2021,11:04:19 AM,Texas
10300225,1/9/2021,12:37:05 PM,Pennsylvania
10300227,1/9/2021,12:37:13 PM,Maryland
10300231,1/9/2021,1:27:51 AM,Pennsylvania
10300220,1/9/2021,1:32:27 AM,Connecticut
10300219,1/9/2021,1:33:00 AM,Pennsylvania
10300223,1/9/2021,1:36:31 AM,New York
10300238,1/10/2021,9:05:25 AM,Oregon
10300235,1/10/2021,10:30:50 AM,North Carolina
10300242,1/10/2021,10:54:42 AM,New Jersey
10300241,1/10/2021,11:14:02 AM,Pennsylvania
10300237,1/10/2021,11:45:51 AM,Connecticut
10300243,1/10/2021,11:56:46 AM,Connecticut
10300244,1/10/2021,12:09:33 PM,New York
10300236,1/10/2021,12:32:44 PM,Tennessee
10300234,1/10/2021,1:19:46 AM,Louisiana
10300239,1/10/2021,1:35:59 AM,New Jersey
10300240,1/10/2021,1:55:25 AM,New Jersey
10300246,1/11/2021,10:26:18 AM,New Jersey
10300247,1/11/2021,11:51:37 AM,Illinois
10300248,1/11/2021,11:54:35 AM,New York
10300245,1/11/2021,12:40:44 PM,New York
10300251,1/12/2021,7:24:18 AM,Pennsylvania
10300263,1/12/2021,8:57:09 AM,New York
10300252,1/12/2021,9:35:29 AM,Connecticut
10300249,1/12/2021,10:00:52 AM,California
10300258,1/12/2021,10:03:10 AM,Utah
10300259,1/12/2021,10:09:48 AM,Pennsylvania
10300253,1/12/2021,10:29:07 AM,Louisiana
10300257,1/12/2021,10:32:16 AM,Tennessee
10300254,1/12/2021,11:11:05 AM,Tennessee
10300261,1/12/2021,11:25:41 AM,Colorado
10300250,1/12/2021,12:01:36 PM,New York
10300260,1/12/2021,12:53:47 PM,Pennsylvania
10300262,1/12/2021,1:14:48 AM,Connecticut
10300255,1/12/2021,1:52:54 AM,California
10300256,1/12/2021,4:33:13 AM,Pennsylvania
10300267,1/13/2021,7:48:50 AM,Florida
10300276,1/13/2021,8:15:33 AM,Georgia
10300269,1/13/2021,8:25:40 AM,North Carolina
10300271,1/13/2021,9:20:36 AM,New York
10300274,1/13/2021,9:30:48 AM,Pennsylvania
10300283,1/13/2021,9:45:13 AM,New York
10300282,1/13/2021,9:45:28 AM,New Jersey
10300268,1/13/2021,9:53:00 AM,Alabama
10300288,1/13/2021,10:04:14 AM,Indiana
10300270,1/13/2021,10:12:14 AM,Indiana
10300265,1/13/2021,10:22:57 AM,Vermont
10300284,1/13/2021,10:23:44 AM,New York
10300280,1/13/2021,10:24:55 AM,New York
10300286,1/13/2021,10:35:37 AM,California
10300266,1/13/2021,11:08:24 AM,Pennsylvania
10300277,1/13/2021,11:13:11 AM,New York
10300278,1/13/2021,11:17:00 AM,Pennsylvania
10300273,1/13/2021,11:59:08 AM,California
10300279,1/13/2021,12:28:23 PM,Washington
10300275,1/13/2021,12:50:58 PM,Illinois
10300281,1/13/2021,12:51:35 PM,Ohio
10300287,1/13/2021,12:56:39 PM,Florida
10300272,1/13/2021,1:08:36 AM,Minnesota
10300264,1/13/2021,2:12:49 AM,Nevada
10300285,1/13/2021,3:37:01 AM,Alabama
10300302,1/14/2021,6:21:15 AM,Connecticut
10300313,1/14/2021,9:03:24 AM,New York
10300299,1/14/2021,9:09:23 AM,Minnesota
10300305,1/14/2021,9:26:35 AM,New Jersey
10300304,1/14/2021,9:29:23 AM,New York
10300290,1/14/2021,9:29:25 AM,New Jersey
10300296,1/14/2021,9:33:51 AM,North Carolina
10300303,1/14/2021,9:35:15 AM,Texas
10300317,1/14/2021,9:58:30 AM,Connecticut
10300298,1/14/2021,9:58:43 AM,New York
10300292,1/14/2021,9:59:11 AM,Michigan
10300318,1/14/2021,10:04:16 AM,New Jersey
10300291,1/14/2021,10:17:13 AM,Pennsylvania
10300316,1/14/2021,10:20:28 AM,Tennessee
10300311,1/14/2021,10:25:26 AM,New York
10300310,1/14/2021,10:31:26 AM,Pennsylvania
10300314,1/14/2021,10:38:44 AM,New York
10300308,1/14/2021,10:50:26 AM,Florida
10300315,1/14/2021,10:54:11 AM,Pennsylvania
10300289,1/14/2021,11:22:54 AM,Pennsylvania
10300301,1/14/2021,11:41:52 AM,Connecticut
10300306,1/14/2021,12:01:08 PM,Connecticut
10300293,1/14/2021,12:14:54 PM,California
10300319,1/14/2021,12:33:22 PM,New York
10300300,1/14/2021,12:46:02 PM,New Jersey
10300295,1/14/2021,12:56:16 PM,Pennsylvania
10300309,1/14/2021,1:15:37 AM,Pennsylvania
10300312,1/14/2021,1:47:53 AM,Georgia
10300307,1/14/2021,2:04:09 AM,California
10300297,1/14/2021,2:18:16 AM,New York
10300294,1/14/2021,3:13:51 AM,Virginia
10300338,1/15/2021,6:51:16 AM,Washington
10300351,1/15/2021,7:39:50 AM,California
10300330,1/15/2021,7:46:49 AM,West Virginia
10300348,1/15/2021,7:55:09 AM,Pennsylvania
10300324,1/15/2021,8:40:39 AM,Pennsylvania
10300337,1/15/2021,8:45:24 AM,Texas
10300333,1/15/2021,8:55:20 AM,Idaho
10300353,1/15/2021,9:13:22 AM,Georgia
10300343,1/15/2021,9:24:02 AM,New York
10300340,1/15/2021,9:28:18 AM,New York
10300320,1/15/2021,9:32:11 AM,Oregon
10300342,1/15/2021,9:37:44 AM,Nevada
10300326,1/15/2021,9:50:20 AM,Ohio
10300323,1/15/2021,10:04:40 AM,Oregon
10300322,1/15/2021,10:20:37 AM,Tennessee
10300356,1/15/2021,10:22:14 AM,Connecticut
10300344,1/15/2021,10:34:05 AM,Connecticut
10300327,1/15/2021,10:36:08 AM,California
10300350,1/15/2021,10:41:22 AM,Michigan
10300328,1/15/2021,10:41:37 AM,Montana
10300354,1/15/2021,10:41:55 AM,Pennsylvania
10300357,1/15/2021,10:42:38 AM,New Jersey
10300341,1/15/2021,10:55:19 AM,Pennsylvania
10300335,1/15/2021,10:59:06 AM,New York
10300355,1/15/2021,10:59:28 AM,New Jersey
10300339,1/15/2021,11:09:51 AM,Wyoming
10300359,1/15/2021,11:18:18 AM,Pennsylvania
10300325,1/15/2021,11:29:15 AM,Louisiana
10300346,1/15/2021,11:34:57 AM,Florida
10300358,1/15/2021,11:35:29 AM,New Jersey
10300321,1/15/2021,11:40:10 AM,Pennsylvania
10300331,1/15/2021,11:43:32 AM,Pennsylvania
10300345,1/15/2021,11:58:52 AM,South Carolina
10300329,1/15/2021,12:10:18 PM,Indiana
10300332,1/15/2021,12:29:38 PM,New Jersey
10300336,1/15/2021,12:52:25 PM,South Carolina
10300349,1/15/2021,1:10:15 AM,Florida
10300352,1/15/2021,1:28:40 AM,Minnesota
10300334,1/15/2021,1:38:27 AM,Pennsylvania
10300347,1/15/2021,2:40:36 AM,Florida
10300369,1/16/2021,7:41:55 AM,New Jersey
10300363,1/16/2021,8:11:14 AM,New York
10300379,1/16/2021,8:40:38 AM,Florida
10300380,1/16/2021,9:21:25 AM,New York
10300368,1/16/2021,9:24:23 AM,Tennessee
10300371,1/16/2021,9:31:06 AM,Pennsylvania
10300367,1/16/2021,9:45:33 AM,Connecticut
10300378,1/16/2021,10:12:17 AM,New Jersey
10300362,1/16/2021,10:18:29 AM,New York
10300360,1/16/2021,10:57:40 AM,Idaho
10300365,1/16/2021,11:21:26 AM,New Jersey
10300381,1/16/2021,11:33:32 AM,Connecticut
10300374,1/16/2021,11:33:51 AM,New Jersey
10300377,1/16/2021,11:38:10 AM,Texas
10300372,1/16/2021,12:14:16 PM,Ohio
10300373,1/16/2021,12:26:34 PM,New York
10300361,1/16/2021,12:29:06 PM,New Jersey
10300375,1/16/2021,12:33:05 PM,New York
10300364,1/16/2021,12:48:10 PM,Pennsylvania
10300376,1/16/2021,1:03:32 AM,Nevada
10300370,1/16/2021,3:05:10 AM,Pennsylvania
10300366,1/16/2021,5:02:56 AM,New York
10300382,1/17/2021,6:44:53 AM,Florida
10300395,1/17/2021,7:36:08 AM,New York
10300387,1/17/2021,8:26:37 AM,California
10300391,1/17/2021,9:01:37 AM,Connecticut
10300388,1/17/2021,9:36:20 AM,Arkansas
10300383,1/17/2021,10:43:25 AM,New York
10300393,1/17/2021,11:17:59 AM,New Jersey
10300389,1/17/2021,11:18:09 AM,Michigan
10300384,1/17/2021,11:23:25 AM,California
10300394,1/17/2021,11:27:45 AM,New York
10300385,1/17/2021,11:55:52 AM,California
10300392,1/17/2021,12:06:36 PM,New York
10300386,1/17/2021,1:48:11 AM,New York
10300390,1/17/2021,2:15:44 AM,Georgia
10300405,1/18/2021,7:02:45 AM,New Jersey
10300399,1/18/2021,8:27:17 AM,Indiana
10300415,1/18/2021,8:52:50 AM,New York
10300398,1/18/2021,9:05:14 AM,New York
10300408,1/18/2021,9:08:44 AM,New Jersey
10300403,1/18/2021,9:20:55 AM,Connecticut
10300411,1/18/2021,9:36:25 AM,Minnesota
10300413,1/18/2021,10:51:40 AM,Pennsylvania
10300409,1/18/2021,10:56:05 AM,New York
10300401,1/18/2021,10:59:22 AM,California
10300404,1/18/2021,11:08:58 AM,Florida
10300414,1/18/2021,11:24:24 AM,New York
10300396,1/18/2021,11:36:15 AM,Louisiana
10300397,1/18/2021,11:36:49 AM,New York
10300412,1/18/2021,11:43:59 AM,Georgia
10300406,1/18/2021,12:23:14 PM,Arkansas
10300407,1/18/2021,12:45:35 PM,New York
10300402,1/18/2021,1:39:14 AM,Pennsylvania
10300410,1/18/2021,2:06:50 AM,Pennsylvania
10300400,1/18/2021,2:10:09 AM,New York
10300447,1/19/2021,7:42:13 AM,Connecticut
10300425,1/19/2021,7:45:47 AM,New Jersey
10300442,1/19/2021,7:50:37 AM,New Jersey
10300433,1/19/2021,7:53:40 AM,Utah
10300435,1/19/2021,8:13:10 AM,Colorado
10300444,1/19/2021,8:19:54 AM,Indiana
10300416,1/19/2021,8:34:47 AM,New Jersey
10300453,1/19/2021,8:43:21 AM,Pennsylvania
10300423,1/19/2021,8:44:10 AM,Pennsylvania
10300422,1/19/2021,8:47:24 AM,Pennsylvania
10300449,1/19/2021,8:52:13 AM,Colorado
10300451,1/19/2021,8:58:34 AM,New York
10300440,1/19/2021,9:47:01 AM,New Jersey
10300420,1/19/2021,10:01:09 AM,Massachusetts
10300426,1/19/2021,10:03:15 AM,Oregon
10300418,1/19/2021,10:10:46 AM,New York
10300428,1/19/2021,10:13:44 AM,Oregon
10300417,1/19/2021,10:17:47 AM,Pennsylvania
10300443,1/19/2021,10:32:23 AM,New York
10300419,1/19/2021,10:44:42 AM,Texas
10300438,1/19/2021,10:48:09 AM,Florida
10300424,1/19/2021,11:02:22 AM,Massachusetts
10300434,1/19/2021,11:03:32 AM,Pennsylvania
10300436,1/19/2021,11:17:41 AM,New York
10300441,1/19/2021,11:33:41 AM,New York
10300421,1/19/2021,11:47:46 AM,New Jersey
10300439,1/19/2021,11:52:58 AM,New York
10300437,1/19/2021,11:56:23 AM,West Virginia
10300445,1/19/2021,12:03:54 PM,California
10300432,1/19/2021,12:07:43 PM,Illinois
10300450,1/19/2021,12:19:31 PM,New York
10300448,1/19/2021,12:26:30 PM,California
10300427,1/19/2021,12:27:07 PM,Pennsylvania
10300431,1/19/2021,12:32:32 PM,Pennsylvania
10300446,1/19/2021,1:16:20 AM,New York
10300430,1/19/2021,1:29:15 AM,Ohio
10300429,1/19/2021,1:38:43 AM,New York
10300452,1/19/2021,3:27:26 AM,New York
10300488,1/20/2021,6:48:22 AM,Michigan
10300454,1/20/2021,7:32:49 AM,Georgia
10300457,1/20/2021,8:12:29 AM,New York
10300487,1/20/2021,8:36:29 AM,New York
10300476,1/20/2021,8:55:43 AM,California
10300461,1/20/2021,8:59:20 AM,California
10300459,1/20/2021,9:04:07 AM,New York
10300460,1/20/2021,9:04:31 AM,Michigan
10300455,1/20/2021,9:24:49 AM,Pennsylvania
10300470,1/20/2021,9:31:19 AM,New Jersey
10300467,1/20/2021,9:56:18 AM,Missouri
10300463,1/20/2021,9:58:40 AM,Florida
10300471,1/20/2021,9:58:50 AM,North Carolina
10300466,1/20/2021,9:59:00 AM,New York
10300485,1/20/2021,10:03:04 AM,New York
10300469,1/20/2021,10:09:07 AM,Ohio
10300490,1/20/2021,10:21:21 AM,Texas
10300481,1/20/2021,10:26:53 AM,Michigan
10300482,1/20/2021,10:31:22 AM,Pennsylvania
10300474,1/20/2021,10:42:35 AM,Washington
10300483,1/20/2021,11:09:35 AM,New York
10300486,1/20/2021,11:28:37 AM,Texas
10300478,1/20/2021,11:32:14 AM,New York
10300475,1/20/2021,11:50:44 AM,New Jersey
10300489,1/20/2021,11:51:30 AM,Pennsylvania
10300458,1/20/2021,11:56:00 AM,Pennsylvania
10300456,1/20/2021,11:58:53 AM,Pennsylvania
10300479,1/20/2021,12:00:14 PM,Texas
10300468,1/20/2021,12:07:38 PM,Pennsylvania
10300472,1/20/2021,12:20:30 PM,Pennsylvania
10300480,1/20/2021,12:23:24 PM,Texas
10300462,1/20/2021,12:30:14 PM,Pennsylvania
10300473,1/20/2021,12:32:59 PM,New Jersey
10300464,1/20/2021,12:33:36 PM,New York
10300465,1/20/2021,12:48:02 PM,Connecticut
10300477,1/20/2021,1:13:03 AM,New York
10300484,1/20/2021,2:17:14 AM,Missouri
10300532,1/21/2021,6:24:34 AM,New York
10300515,1/21/2021,7:26:21 AM,New York
10300518,1/21/2021,7:44:21 AM,New York
10300525,1/21/2021,8:00:47 AM,Texas
10300502,1/21/2021,8:06:06 AM,New York
10300519,1/21/2021,8:08:46 AM,Virginia
10300528,1/21/2021,8:16:16 AM,Georgia
10300503,1/21/2021,8:29:40 AM,Arizona
10300514,1/21/2021,8:38:38 AM,Virginia
10300509,1/21/2021,8:55:05 AM,Texas
10300500,1/21/2021,9:09:49 AM,New York
10300522,1/21/2021,9:11:22 AM,New York
10300511,1/21/2021,9:20:44 AM,Pennsylvania
10300533,1/21/2021,9:40:38 AM,Florida
10300508,1/21/2021,9:44:10 AM,California
10300495,1/21/2021,9:49:23 AM,Minnesota
10300497,1/21/2021,9:56:59 AM,Alabama
10300501,1/21/2021,10:08:04 AM,Pennsylvania
10300510,1/21/2021,10:25:05 AM,Pennsylvania
10300498,1/21/2021,10:29:14 AM,New York
10300523,1/21/2021,10:37:00 AM,Indiana
10300496,1/21/2021,10:51:13 AM,Maryland
10300513,1/21/2021,10:52:21 AM,New York
10300505,1/21/2021,11:09:49 AM,New Jersey
10300494,1/21/2021,11:19:29 AM,New York
10300521,1/21/2021,11:24:07 AM,California
10300529,1/21/2021,11:35:30 AM,Alabama
10300512,1/21/2021,11:35:50 AM,Pennsylvania
10300507,1/21/2021,11:54:45 AM,Pennsylvania
10300531,1/21/2021,11:59:26 AM,Louisiana
10300492,1/21/2021,12:06:49 PM,Colorado
10300527,1/21/2021,12:19:04 PM,Indiana
10300499,1/21/2021,12:32:21 PM,New York
10300526,1/21/2021,12:40:12 PM,Pennsylvania
10300520,1/21/2021,12:59:35 PM,Washington
10300524,1/21/2021,1:15:17 AM,North Carolina
10300506,1/21/2021,1:23:10 AM,Ohio
10300517,1/21/2021,1:57:58 AM,Texas
10300516,1/21/2021,2:16:40 AM,New York
10300504,1/21/2021,2:31:23 AM,California
10300491,1/21/2021,2:37:19 AM,Connecticut
10300493,1/21/2021,2:40:24 AM,Missouri
10300530,1/21/2021,3:24:08 AM,New York
10300562,1/22/2021,4:28:07 AM,Connecticut
10300568,1/22/2021,5:43:40 AM,New Jersey
10300574,1/22/2021,6:14:45 AM,New York
10300566,1/22/2021,6:38:57 AM,Pennsylvania
10300585,1/22/2021,6:44:40 AM,Michigan
10300560,1/22/2021,7:21:53 AM,Pennsylvania
10300556,1/22/2021,7:45:35 AM,New Jersey
10300539,1/22/2021,8:14:49 AM,Arizona
10300557,1/22/2021,8:29:13 AM,New York
10300542,1/22/2021,8:40:50 AM,Virginia
10300579,1/22/2021,8:47:10 AM,New York
10300578,1/22/2021,9:01:26 AM,Massachusetts
10300564,1/22/2021,9:31:49 AM,Texas
10300559,1/22/2021,9:39:18 AM,New York
10300575,1/22/2021,9:46:11 AM,Georgia
10300545,1/22/2021,9:46:57 AM,New York
10300537,1/22/2021,9:51:07 AM,New York
10300565,1/22/2021,10:04:26 AM,South Carolina
10300558,1/22/2021,10:12:12 AM,Pennsylvania
10300577,1/22/2021,10:20:15 AM,New York
10300535,1/22/2021,10:31:14 AM,California
10300580,1/22/2021,10:43:42 AM,Kansas
10300571,1/22/2021,10:45:59 AM,New York
10300567,1/22/2021,10:47:32 AM,New Jersey
10300582,1/22/2021,10:51:12 AM,Connecticut
10300538,1/22/2021,11:02:27 AM,South Carolina
10300548,1/22/2021,11:18:07 AM,California
10300584,1/22/2021,11:20:52 AM,Virginia
10300536,1/22/2021,11:28:12 AM,Michigan
10300550,1/22/2021,11:29:47 AM,Florida
10300534,1/22/2021,11:33:41 AM,New Jersey
10300569,1/22/2021,11:55:12 AM,Missouri
10300552,1/22/2021,12:00:44 PM,New Jersey
10300546,1/22/2021,12:02:47 PM,Connecticut
10300551,1/22/2021,12:07:56 PM,New York
10300561,1/22/2021,12:25:09 PM,New Jersey
10300547,1/22/2021,12:29:50 PM,Maryland
10300583,1/22/2021,12:39:25 PM,New Jersey
10300554,1/22/2021,12:42:17 PM,New Jersey
10300570,1/22/2021,12:46:48 PM,Florida
10300553,1/22/2021,12:47:28 PM,California
10300544,1/22/2021,12:50:50 PM,Massachusetts
10300549,1/22/2021,12:58:03 PM,New York
10300541,1/22/2021,1:10:30 AM,Missouri
10300563,1/22/2021,1:38:43 AM,Connecticut
10300572,1/22/2021,1:40:05 AM,New York
10300540,1/22/2021,1:48:24 AM,New York
10300555,1/22/2021,1:53:22 AM,Pennsylvania
10300581,1/22/2021,2:14:45 AM,New York
10300573,1/22/2021,2:17:29 AM,Pennsylvania
10300576,1/22/2021,2:29:31 AM,Florida
10300543,1/22/2021,3:46:47 AM,Utah
10300586,1/23/2021,3:15:40 AM,New Jersey
10300590,1/23/2021,7:33:27 AM,Pennsylvania
10300607,1/23/2021,7:34:49 AM,Pennsylvania
10300621,1/23/2021,7:44:21 AM,New York
10300605,1/23/2021,8:02:14 AM,New York
10300623,1/23/2021,8:12:38 AM,Illinois
10300588,1/23/2021,8:54:15 AM,New Jersey
10300591,1/23/2021,9:18:04 AM,Nebraska
10300592,1/23/2021,9:22:17 AM,Pennsylvania
10300615,1/23/2021,9:30:19 AM,California
10300613,1/23/2021,9:52:48 AM,Colorado
10300608,1/23/2021,10:01:29 AM,California
10300622,1/23/2021,10:17:56 AM,Florida
10300610,1/23/2021,10:22:55 AM,New York
10300595,1/23/2021,10:23:07 AM,New York
10300596,1/23/2021,10:33:40 AM,Pennsylvania
10300616,1/23/2021,10:39:43 AM,Illinois
10300614,1/23/2021,10:57:21 AM,Pennsylvania
10300600,1/23/2021,11:03:01 AM,New York
10300603,1/23/2021,11:12:03 AM,New York
10300620,1/23/2021,11:21:02 AM,Florida
10300597,1/23/2021,11:25:31 AM,New York
10300626,1/23/2021,11:28:43 AM,New York
10300627,1/23/2021,11:32:31 AM,Minnesota
10300604,1/23/2021,11:33:21 AM,Connecticut
10300628,1/23/2021,11:38:11 AM,Michigan
10300625,1/23/2021,11:43:09 AM,Washington
10300618,1/23/2021,11:46:44 AM,New Jersey
10300594,1/23/2021,11:55:20 AM,Pennsylvania
10300593,1/23/2021,11:56:45 AM,Tennessee
10300587,1/23/2021,11:58:47 AM,Pennsylvania
10300609,1/23/2021,12:06:26 PM,New York
10300589,1/23/2021,12:11:51 PM,Pennsylvania
10300612,1/23/2021,12:14:40 PM,Pennsylvania
10300602,1/23/2021,12:39:23 PM,Massachusetts
10300601,1/23/2021,12:42:43 PM,New York
10300624,1/23/2021,12:44:24 PM,Pennsylvania
10300611,1/23/2021,12:46:58 PM,Florida
10300598,1/23/2021,1:05:19 AM,New York
10300617,1/23/2021,2:02:20 AM,New York
10300619,1/23/2021,2:15:52 AM,Alabama
10300599,1/23/2021,2:25:07 AM,Pennsylvania
10300606,1/23/2021,3:55:50 AM,New York
10300648,1/24/2021,5:53:18 AM,New York
10300638,1/24/2021,7:59:02 AM,New York
10300659,1/24/2021,8:19:04 AM,Wisconsin
10300645,1/24/2021,8:45:41 AM,New York
10300636,1/24/2021,8:56:02 AM,Connecticut
10300656,1/24/2021,9:00:24 AM,Pennsylvania
10300658,1/24/2021,9:08:33 AM,Pennsylvania
10300643,1/24/2021,9:39:09 AM,Florida
10300646,1/24/2021,10:01:02 AM,New York
10300647,1/24/2021,10:16:46 AM,New York
10300632,1/24/2021,10:18:09 AM,New Jersey
10300651,1/24/2021,10:22:11 AM,Illinois
10300662,1/24/2021,10:23:10 AM,Pennsylvania
10300640,1/24/2021,10:26:38 AM,Pennsylvania
10300637,1/24/2021,10:30:46 AM,New York
10300652,1/24/2021,11:01:50 AM,New York
10300649,1/24/2021,11:02:36 AM,New Jersey
10300654,1/24/2021,11:09:44 AM,Michigan
10300629,1/24/2021,11:12:50 AM,New York
