CustomerID,Age
1001251,23
1001263,29
1001228,30
1001237,29
1001250,28
1001235,26
1001238,41
1001241,31
1001254,25
1001257,31
1001252,26
1001273,28
1001267,31
1001282,33
1001283,23
1001272,32
1001275,42
1001271,36
1001281,35
1001266,43
1001269,28
1001284,34
1001277,22
1001280,29
1001276,25
1001265,22
1001278,36
1001268,35
1001279,34
1001274,30
1001270,28
1001295,32
1001289,26
1001292,30
1001290,32
1001285,30
1001291,25
1001286,30
1001294,24
1001287,26
1001293,27
1001288,41
1001304,29
1001299,64
1001314,31
1001298,20
1001307,25
1001310,26
1001312,34
1001308,27
1001301,20
1001303,24
1001313,32
1001296,29
1001297,27
1001311,31
1001305,33
1001306,39
1001302,19
1001309,25
1001300,29
1001343,31
1001323,20
1001338,32
1001330,33
1001332,28
1001340,32
1001315,36
1001348,36
1001321,25
1001320,38
1001345,30
1001346,35
1001336,39
1001318,28
1001325,24
1001316,23
1001339,32
1001317,28
1001335,28
1001322,24
1001331,29
1001333,25
1001337,25
1001319,23
1001334,28
1001341,27
1001329,50
1001344,32
1001324,26
1001328,26
1001342,26
1001327,22
1001326,24
1001347,35
1001379,29
1001349,39
1001352,32
1001378,45
1001369,21
1001355,27
1001354,28
1001350,28
1001363,30
1001360,34
1001357,27
1001364,23
1001359,30
1001377,24
1001362,21
1001381,25
1001374,21
1001367,32
1001375,41
1001373,23
1001371,24
1001368,28
1001380,36
1001353,26
1001351,25
1001372,27
1001361,23
1001365,20
1001356,39
1001366,27
1001358,19
1001370,36
1001376,27
1001418,24
1001404,31
1001406,23
1001412,35
1001393,32
1001407,21
1001415,27
1001403,26
1001399,50
1001391,34
1001409,30
1001401,35
1001419,27
1001398,33
1001386,24
1001388,38
1001392,26
1001400,32
1001389,21
1001410,29
1001387,28
1001395,22
1001385,31
1001416,41
1001402,27
1001397,23
1001417,24
1001383,30
1001414,31
1001390,22
1001413,26
1001408,21
1001411,31
1001396,47
1001405,24
1001394,23
1001382,25
1001384,25
1001447,40
1001453,21
1001459,37
1001451,52
1001469,40
1001445,41
1001442,22
1001425,32
1001428,31
1001463,22
1001462,24
1001449,42
1001444,28
1001460,33
1001431,33
1001423,29
1001450,23
1001443,28
1001461,19
1001421,42
1001464,24
1001456,35
1001452,32
1001466,31
1001424,26
1001434,19
1001468,23
1001422,27
1001436,53
1001420,25
1001454,27
1001438,34
1001432,26
1001437,43
1001446,25
1001433,40
1001467,34
1001440,27
1001455,21
1001439,28
1001430,21
1001435,26
1001427,29
1001448,33
1001457,39
1001426,31
1001441,40
1001465,31
1001458,32
1001429,30
1001470,21
1001473,46
1001489,23
1001487,30
1001504,25
1001472,20
1001474,30
1001475,23
1001497,22
1001495,24
1001490,23
1001503,24
1001492,27
1001478,31
1001479,40
1001498,28
1001496,21
1001482,30
1001485,25
1001502,33
1001480,30
1001507,27
1001508,32
1001486,26
1001509,26
1001506,30
1001500,34
1001477,20
1001476,34
1001471,33
1001491,23
1001494,21
1001484,30
1001483,23
1001505,26
1001493,22
1001499,24
1001501,33
1001481,28
1001488,27
1001528,26
1001538,31
1001525,33
1001517,26
1001535,27
1001537,31
1001523,27
1001526,27
1001527,28
1001513,24
1001531,23
1001541,31
1001520,23
1001518,31
1001529,30
1001533,26
1001510,44
1001536,35
1001511,38
1001515,32
1001542,23
1001521,40
1001540,28
1001512,27
1001516,35
1001519,34
1001539,29
1001514,40
1001524,26
1001534,32
1001530,35
1001532,28
1001522,24
1001553,32
1001558,34
1001550,30
1001569,28
1001565,25
1001548,23
1001563,20
1001577,49
1001564,25
1001554,30
1001570,34
1001561,26
1001567,34
1001544,38
1001560,23
1001566,34
1001575,32
1001556,33
1001562,24
1001552,32
1001546,25
1001573,38
1001547,21
1001572,32
1001551,46
1001557,46
1001568,22
1001559,29
1001549,32
1001555,29
1001574,30
1001571,41
1001576,26
1001545,28
1001543,28
1001598,32
1001607,46
1001582,23
1001596,26
1001578,23
1001584,39
1001595,30
1001585,27
1001591,27
1001600,34
1001602,28
1001592,34
1001603,23
1001580,25
1001579,22
1001581,21
1001593,30
1001588,26
1001606,32
1001597,32
1001604,27
1001589,25
1001605,28
1001599,25
1001583,23
1001586,28
1001587,41
1001594,34
1001601,23
1001590,33
1001611,31
1001609,33
1001608,21
1001612,27
1001633,28
1001632,35
1001646,21
1001629,30
1001631,21
1001628,30
1001639,25
1001613,44
1001626,36
1001627,22
1001624,29
1001617,21
1001625,21
1001623,24
1001636,29
1001645,21
1001616,30
1001620,22
1001614,25
1001622,36
1001637,29
1001634,32
1001644,20
1001643,26
1001641,31
1001642,37
1001638,21
1001635,37
1001615,28
1001640,24
1001630,35
1001610,29
1001618,27
1001621,26
1001647,24
1001619,25
1001665,29
1001678,30
1001650,19
1001674,45
1001660,23
1001666,35
1001649,30
1001683,23
1001689,24
1001680,28
1001692,29
1001662,33
1001654,30
1001679,28
1001664,21
1001659,27
1001663,24
1001656,42
1001686,36
1001676,23
1001688,32
1001672,27
1001687,30
1001675,36
1001668,39
1001690,32
1001670,22
1001648,26
1001681,23
1001669,33
1001684,28
1001661,27
1001651,36
1001667,25
1001671,26
1001691,43
1001653,32
1001673,31
1001655,25
1001685,37
1001657,21
1001682,22
1001658,21
1001652,50
1001693,33
1001677,28
1001708,23
1001734,50
1001720,24
1001740,36
1001743,29
1001753,30
1001710,22
1001757,32
1001733,27
1001755,21
1001725,32
1001696,38
1001742,46
1001724,44
1001729,32
1001738,29
1001727,26
1001718,43
1001760,29
1001750,20
1001726,21
1001702,40
1001731,26
1001745,23
1001721,37
1001735,26
1001723,40
1001703,23
1001695,27
1001752,23
1001711,34
1001737,34
1001749,23
1001709,27
1001758,22
1001713,29
1001719,31
1001751,32
1001704,32
1001748,25
1001744,24
1001700,32
1001754,39
1001714,39
1001732,26
1001716,39
1001701,25
1001741,57
1001699,25
1001706,26
1001715,37
1001756,25
1001694,24
1001728,29
1001717,25
1001705,31
1001747,31
1001730,19
1001712,30
1001746,35
1001739,40
1001707,37
1001698,24
1001736,27
1001722,24
1001697,22
1001759,25
1001764,38
1001780,27
1001787,30
1001783,31
1001781,25
1001772,25
1001785,30
1001779,35
1001775,27
1001767,27
1001771,31
1001784,29
1001768,25
1001769,24
1001782,26
1001765,33
1001774,28
1001763,24
1001770,40
1001789,32
1001788,27
1001786,37
1001761,25
1001766,28
1001762,28
1001776,31
1001778,37
1001773,33
1001777,35
1001808,21
1001799,25
1001806,21
1001800,40
1001807,32
1001816,50
1001815,26
1001803,29
1001796,30
1001795,34
1001817,35
1001804,28
1001801,28
1001792,35
1001814,32
1001802,30
1001794,43
1001790,43
1001797,28
1001793,24
1001810,22
1001811,22
1001813,30
1001791,36
1001805,26
1001812,24
1001798,29
1001809,38
1001837,22
1001834,26
1001825,29
1001840,23
1001826,41
1001831,31
1001822,26
1001818,33
1001821,56
1001824,24
1001839,36
1001819,25
1001829,34
1001830,24
1001823,41
1001820,23
1001835,43
1001827,29
1001833,35
1001828,21
1001838,35
1001836,25
1001832,39
1001853,31
1001879,30
1001842,31
1001872,40
1001884,34
1001848,29
1001850,40
1001878,38
1001874,37
1001881,40
1001877,25
1001859,27
1001871,30
1001849,30
1001841,19
1001855,25
1001876,29
1001869,21
1001857,41
1001847,24
1001865,20
1001875,33
1001861,27
1001856,54
1001868,20
1001883,40
1001860,27
1001851,26
1001866,23
1001862,27
1001873,40
1001885,30
1001843,33
1001863,30
1001844,40
1001870,36
1001882,36
1001880,28
1001867,33
1001846,32
1001864,36
1001858,34
1001845,32
1001854,27
1001852,25
1001906,21
1001898,32
1001892,39
1001887,26
1001900,36
1001902,24
1001936,35
1001911,25
1001921,34
1001901,23
1001914,20
1001923,30
1001905,20
1001888,39
1001939,28
1001926,28
1001938,24
1001942,26
1001897,30
1001922,33
1001919,26
1001896,36
1001910,32
1001907,21
1001918,35
1001895,25
1001934,24
1001894,31
1001904,24
1001889,31
1001890,28
1001937,28
1001931,25
1001891,26
1001928,29
1001920,36
1001899,36
1001886,32
1001908,26
1001916,37
1001940,37
1001932,27
1001925,25
1001941,37
1001903,25
1001913,43
1001912,22
1001930,38
1001909,32
1001929,42
1001915,28
1001933,31
1001924,40
1001935,37
1001917,40
1001893,28
1001927,36
1001986,31
1001972,32
1001976,31
1001954,50
1001974,39
1001984,26
1001952,24
1001963,21
1001965,31
1001967,24
1001977,23
1001949,33
1001985,24
1001969,24
1001951,38
1001960,32
1001953,37
1001958,30
1001962,30
1001975,34
1001993,34
1001990,37
1001968,46
1001959,35
1001956,39
1001961,24
1001943,28
1001991,21
1001945,28
1001946,33
1001948,28
1001981,21
1001987,26
1001947,23
1001971,22
1001982,39
1001979,37
1001966,42
1001989,32
1001944,26
1001983,25
1001964,19
1001970,34
1001973,26
1001988,35
1001957,28
1001978,38
1001950,45
1001955,47
1001992,32
1001980,25
1002009,24
1002002,24
1002030,43
1002029,23
1002022,29
1002014,21
1002017,37
1002023,32
1001995,39
1002040,24
1002011,25
1002027,27
1002025,32
1002021,29
1002049,22
1002013,29
1002034,23
1002043,29
1002035,24
1001997,27
1002015,28
1002010,41
1002012,32
1002048,27
1002019,26
1002006,27
1002016,33
1002047,31
1002007,31
1002036,25
1002044,27
1002038,31
1001996,39
1002045,56
1002039,29
1001998,29
1002042,31
1002004,29
1002033,28
1002028,27
1002024,22
1002041,31
1002050,28
1002005,32
1002051,23
1002008,30
1002026,27
1001994,39
1002003,28
1002001,29
1002000,31
1002020,33
1002046,30
1002018,27
1002037,33
1001999,22
1002031,21
1002032,30
1002090,32
1002070,31
1002056,29
1002062,24
1002083,21
1002081,26
1002066,25
1002057,24
1002075,39
1002060,40
1002088,39
1002071,32
1002089,24
1002058,27
1002079,49
1002072,26
1002059,25
1002077,22
1002052,23
1002082,23
1002055,29
1002065,28
1002053,26
1002078,28
1002084,27
1002061,28
1002063,30
1002073,35
1002064,33
1002074,31
1002085,32
1002091,26
1002068,33
1002080,25
1002067,19
1002076,39
1002054,33
1002069,26
1002092,38
1002093,32
1002087,31
1002086,28
1002119,24
1002099,46
1002097,25
1002109,29
1002105,42
1002126,27
1002118,32
1002117,24
1002125,29
1002130,31
1002128,30
1002122,30
1002115,40
1002095,24
1002113,45
1002133,35
1002096,31
1002101,27
1002094,31
1002108,30
1002124,30
1002107,31
1002135,20
1002127,34
1002111,35
1002112,39
1002123,23
1002131,31
1002100,23
1002116,23
1002114,34
1002098,50
1002110,39
1002104,59
1002121,28
1002132,22
1002134,30
1002120,51
1002103,41
1002129,22
1002102,23
1002137,24
1002106,38
1002136,27
1002153,32
1002149,35
1002148,34
1002160,26
1002172,26
1002171,38
1002169,31
1002175,24
1002139,28
1002156,34
1002165,28
1002141,26
1002174,37
1002162,49
1002147,34
1002143,33
1002166,27
1002145,29
1002146,39
1002142,44
1002138,25
1002158,29
1002155,19
1002164,22
1002144,33
1002151,41
1002157,23
1002161,39
1002163,28
1002170,24
1002140,54
1002154,25
1002167,30
1002150,24
1002168,28
1002159,24
1002173,36
1002152,25
1002178,34
1002204,28
1002198,36
1002206,23
1002184,29
1002188,24
1002185,21
1002196,32
1002208,20
1002210,23
1002197,26
1002216,35
1002202,41
1002193,26
1002189,27
1002181,22
1002215,23
1002209,26
1002194,21
1002200,20
1002177,22
1002179,36
1002190,25
1002201,32
1002180,37
1002187,24
1002207,22
1002186,30
1002192,23
1002191,37
1002213,21
1002176,40
1002211,19
1002203,32
1002182,32
1002195,27
1002214,21
1002183,28
1002212,38
1002205,27
1002199,22
1002219,25
1002232,22
1002268,26
1002254,21
1002220,30
1002243,33
1002261,25
1002235,42
1002259,23
1002225,48
1002221,28
1002245,29
1002262,26
1002257,36
1002248,33
1002260,22
1002252,26
1002222,35
1002250,30
1002273,28
1002249,26
1002217,25
1002271,25
1002229,27
1002233,31
1002224,31
1002237,36
1002258,30
1002263,34
1002240,35
1002226,60
1002238,30
1002256,28
1002228,21
1002246,36
1002265,21
1002242,27
1002236,35
1002239,28
1002241,24
1002253,31
1002234,24
1002251,30
1002269,22
1002227,24
1002244,32
1002223,29
1002267,32
1002264,29
1002270,25
1002266,22
1002230,24
1002255,32
1002272,30
1002218,23
1002231,28
1002247,36
1002304,24
1002321,29
1002302,27
1002308,29
1002327,27
1002326,48
1002283,30
1002300,23
1002313,21
1002331,23
1002295,27
1002305,29
1002299,40
1002281,41
1002319,24
1002322,26
1002274,40
1002301,42
1002285,29
1002294,37
1002314,22
1002328,42
1002311,31
1002316,32
1002289,34
1002318,34
1002287,32
1002309,28
1002288,27
1002317,33
1002320,36
1002293,38
1002291,33
1002296,37
1002310,28
1002306,35
1002303,35
1002323,20
1002277,31
1002325,31
1002290,20
1002280,24
1002298,23
1002315,19
1002329,28
1002324,35
1002330,29
1002307,30
1002312,28
1002275,24
1002292,41
1002284,34
1002297,23
1002286,25
1002276,20
1002279,23
1002282,28
1002278,28
1002384,25
1002354,25
1002360,21
1002353,28
1002332,34
1002357,39
1002373,28
1002372,36
1002376,37
1002361,37
1002367,29
1002377,21
1002335,23
1002350,28
1002349,22
1002362,26
1002370,22
1002365,27
1002369,22
1002348,26
1002387,40
1002368,32
1002345,28
1002359,34
1002366,32
1002375,22
1002383,25
1002390,29
1002380,25
1002358,41
1002381,22
1002340,54
1002352,37
1002356,25
1002337,48
1002389,26
1002385,26
1002386,47
1002343,36
1002346,26
1002336,24
1002379,27
1002341,22
1002351,30
1002339,26
1002374,37
1002334,27
1002342,28
1002363,22
1002355,28
1002364,33
1002382,32
1002338,28
1002371,27
1002378,21
1002333,40
1002344,22
1002388,34
1002347,38
1002401,29
1002438,35
1002426,23
1002431,69
1002407,28
1002444,38
1002395,33
1002430,36
1002396,35
1002417,32
1002418,24
1002427,44
1002392,36
1002404,38
1002393,29
1002421,25
1002437,24
1002399,31
1002411,27
1002433,28
1002416,23
1002410,31
1002398,20
1002442,23
1002419,21
1002420,30
1002425,32
1002397,28
1002439,30
1002408,20
1002412,39
1002403,24
1002423,35
1002406,28
1002435,23
1002440,28
1002432,25
1002422,37
1002415,26
1002434,24
1002409,27
1002441,29
1002443,26
1002402,21
1002428,43
1002405,22
1002424,30
1002413,31
1002391,31
1002400,20
1002394,34
1002436,28
1002414,22
1002429,29
1002460,25
1002480,21
1002462,28
1002476,35
1002469,34
1002474,24
1002446,28
1002447,25
1002467,26
1002457,28
1002475,24
1002461,21
1002464,29
1002451,26
1002448,31
1002482,26
1002471,30
1002477,25
1002481,30
1002472,31
1002452,29
1002479,39
1002450,26
1002473,45
1002449,50
1002470,31
1002468,35
1002456,36
1002455,28
1002483,25
1002463,37
1002453,35
1002478,26
1002465,35
1002458,20
1002466,25
1002459,45
1002454,29
1002445,28
1002495,31
1002526,41
1002496,22
1002499,31
1002500,20
1002521,30
1002514,34
1002497,27
1002498,22
1002515,39
1002493,27
1002488,24
1002502,30
1002494,40
1002523,33
1002504,40
1002509,29
1002520,28
1002529,21
1002516,28
1002501,23
1002485,33
1002511,32
1002519,38
1002510,29
1002518,30
1002527,31
1002507,39
1002513,31
1002487,22
1002484,23
1002512,23
1002505,20
1002525,27
1002530,27
1002522,28
1002486,38
1002506,32
1002490,26
1002492,29
1002491,35
1002489,23
1002528,28
1002517,33
1002503,33
1002508,29
1002524,46
1002557,26
1002579,41
1002571,48
1002531,38
1002533,25
1002573,21
1002535,38
1002554,34
1002556,40
1002536,21
1002538,29
1002541,35
1002572,31
1002534,33
1002545,24
1002561,25
1002549,33
1002550,21
1002568,22
1002576,31
1002552,25
1002539,44
1002565,22
1002532,61
1002584,28
1002570,29
1002569,33
1002578,23
1002581,26
1002562,27
1002559,33
1002566,25
1002540,27
1002553,29
1002543,36
1002546,26
1002560,39
1002551,25
1002547,23
1002567,33
1002542,36
1002574,33
1002548,28
1002563,46
1002544,29
1002558,52
1002537,28
1002582,23
1002577,37
1002575,24
1002585,28
1002583,29
1002580,26
1002586,24
1002564,33
1002555,29
1002622,34
1002637,26
1002640,23
1002596,21
1002634,26
1002649,30
1002624,23
1002588,24
1002632,27
1002646,20
1002590,25
1002644,29
1002621,31
1002611,32
1002615,28
1002650,34
1002591,22
1002648,35
1002614,19
1002653,43
1002612,35
1002654,21
1002608,26
1002605,25
1002635,30
1002623,25
1002598,32
1002619,22
1002597,22
1002606,25
1002638,34
1002607,40
1002627,25
1002620,24
1002594,28
1002601,29
1002629,37
1002599,34
1002636,27
1002610,33
1002626,24
1002604,27
1002641,24
1002609,33
1002647,24
1002633,22
1002602,35
1002651,38
1002592,25
1002642,30
1002617,25
1002652,24
1002630,26
1002639,22
1002616,29
1002589,22
1002600,32
1002603,34
1002595,27
1002613,26
1002645,33
1002625,24
1002618,46
1002643,26
1002587,26
1002628,30
1002593,21
1002631,24
1002702,31
1002661,22
1002711,32
1002672,35
1002699,35
1002708,36
1002683,27
1002670,23
1002704,29
1002678,23
1002662,29
1002689,31
1002664,26
1002656,26
1002694,28
1002690,28
1002667,37
1002665,27
1002693,25
1002713,39
1002714,27
1002682,24
1002696,21
1002701,21
1002676,29
1002677,22
1002658,34
1002706,28
1002655,26
1002715,34
1002669,31
1002674,27
1002691,37
1002710,31
1002707,33
1002697,27
1002685,35
1002657,23
1002695,37
1002663,26
1002684,25
1002712,43
1002659,24
1002703,37
1002687,23
1002679,37
1002688,25
1002692,35
1002673,28
1002668,31
1002666,25
1002680,22
1002705,41
1002671,25
1002716,28
1002675,24
1002660,23
1002700,34
1002698,40
1002686,36
1002681,21
1002709,43
1002770,35
1002724,35
1002742,22
1002721,26
1002746,21
1002738,34
1002754,31
1002765,31
1002723,24
1002750,21
1002768,23
1002734,34
1002763,24
1002747,40
1002758,36
1002767,36
1002741,28
1002717,25
1002776,22
1002739,34
1002719,44
1002755,27
1002726,47
1002722,38
1002762,21
1002733,38
1002759,29
1002774,28
1002756,28
1002779,28
1002731,34
1002753,44
1002736,22
1002737,27
1002745,42
1002766,26
1002732,32
1002718,31
1002757,20
1002775,44
1002752,26
1002751,33
1002729,37
1002720,42
1002728,24
1002761,30
1002730,37
1002749,28
1002771,26
1002725,39
1002760,24
1002740,33
1002743,23
1002764,44
1002772,23
1002744,27
1002778,29
1002735,30
1002727,24
1002777,23
1002748,26
1002773,29
1002769,40
1002781,26
1002847,41
1002820,24
1002783,45
1002818,23
1002791,26
1002806,24
1002825,39
1002802,37
1002828,27
1002795,35
1002840,40
1002785,34
1002838,32
1002844,19
1002839,22
1002824,28
1002788,37
1002812,24
1002796,34
1002841,29
1002805,27
1002800,32
1002784,27
1002808,29
1002829,29
1002787,25
1002835,22
1002799,25
1002822,26
1002790,36
1002843,23
1002810,28
1002782,36
1002826,25
1002816,29
1002836,42
1002780,35
1002803,32
1002794,27
1002801,34
1002833,33
1002809,34
1002817,30
1002845,26
1002849,37
1002814,25
1002823,28
1002831,48
1002842,28
1002848,31
1002827,27
1002786,22
1002815,32
1002837,28
1002792,27
1002834,49
1002819,37
1002793,32
1002797,27
1002804,46
1002850,24
1002807,28
1002832,30
1002798,32
1002821,33
1002813,31
1002846,38
1002830,37
1002811,30
1002789,27
1002908,33
1002872,44
1002903,32
1002869,29
1002896,24
1002897,50
1002864,57
1002894,28
1002889,29
1002867,38
1002865,36
1002910,30
1002911,19
1002866,41
1002871,22
1002905,30
1002907,31
1002890,32
1002884,23
1002859,34
1002906,36
1002901,25
1002857,26
1002855,23
1002852,26
1002873,29
1002883,22
1002882,31
1002862,22
1002853,21
1002874,45
1002863,29
1002902,23
1002875,25
1002904,28
1002885,31
1002909,32
1002886,32
1002858,26
1002861,37
1002887,29
1002888,29
1002877,21
1002899,22
1002876,37
1002856,24
1002870,26
1002851,26
1002860,33
1002893,29
1002891,50
1002878,27
1002854,27
1002900,35
1002895,33
1002879,39
1002868,25
1002892,28
1002881,28
1002898,25
1002880,19
1002967,40
1002959,26
1002945,43
1002966,22
1002930,25
1002916,29
1002925,28
1002937,29
1002951,24
1002950,31
1002935,21
1002953,30
1002938,22
1002924,30
1002958,37
1002971,22
1002921,25
1002915,26
1002964,29
1002972,24
1002926,24
1002960,27
1002912,29
1002940,22
1002931,21
1002970,24
1002947,34
1002941,25
1002919,25
1002952,26
1002934,35
1002936,32
1002956,24
1002948,30
1002922,30
1002954,42
1002965,23
1002929,25
1002932,28
1002973,25
1002927,39
1002914,25
1002939,21
1002917,30
1002944,26
1002949,40
1002969,41
1002942,24
1002928,24
1002955,48
1002946,28
1002963,28
1002913,25
1002961,22
1002968,31
1002957,35
1002920,45
1002933,26
1002943,53
1002962,28
1002918,24
1002923,33
1002981,53
1002985,23
1003032,30
1002995,30
1003008,25
1003018,20
1003023,27
1003004,27
1002994,23
1003017,42
1003012,23
1003001,27
1003019,23
1002988,25
1002984,27
1003016,29
1002977,28
1002987,26
1003013,20
1003015,45
1002991,36
1002974,26
1002980,32
1003000,42
1003022,26
1002992,31
1003009,26
1003024,21
1002986,31
1002990,39
1002997,30
1002982,29
1003010,32
1003035,24
1003005,24
1003014,31
1002989,31
1003025,35
1003003,25
1003027,42
1003006,33
1003026,27
1002976,24
1003021,26
1003007,24
1002999,31
1003028,32
1003030,28
1003029,41
1003011,49
1003034,41
1002996,39
1002998,21
1003002,37
1003020,38
1002983,40
1003031,38
1003033,29
1002975,22
1002978,27
1002993,30
1002979,26
1003104,26
1003082,28
1003057,27
1003041,27
1003085,25
1003061,27
1003088,21
1003079,29
1003080,24
1003077,36
1003093,26
1003062,24
1003091,32
1003071,53
1003040,28
1003083,27
1003046,46
1003064,45
1003042,27
1003092,34
1003068,32
1003052,27
1003102,35
1003072,34
1003059,25
1003036,22
1003087,38
1003051,28
1003069,31
1003094,26
1003054,22
1003043,32
1003044,30
1003037,29
1003081,23
1003078,37
1003105,36
1003095,38
1003048,24
1003076,38
1003047,27
1003101,28
1003063,25
1003050,31
1003055,39
1003073,23
1003039,29
1003086,22
1003106,29
1003084,27
1003100,36
1003058,31
1003038,35
1003065,26
1003089,30
1003053,31
1003067,39
1003099,25
1003075,33
1003056,27
1003045,36
1003096,39
1003070,36
1003074,24
1003090,40
1003097,41
1003098,44
1003066,20
1003103,32
1003060,24
1003049,24
1003107,28
1003170,30
1003112,27
1003135,19
1003131,28
1003117,34
1003127,25
1003113,32
1003148,23
1003141,25
1003130,22
1003150,25
1003121,33
1003168,45
1003118,36
1003139,26
1003166,24
1003164,37
1003137,22
1003109,25
1003171,24
1003116,34
1003138,27
1003143,21
1003115,29
1003172,24
1003153,27
1003162,28
1003161,23
1003159,21
1003134,26
1003129,24
1003160,30
1003145,32
1003174,22
1003108,27
1003152,25
1003136,27
1003147,21
1003169,25
1003154,44
1003163,22
1003126,25
1003132,34
1003151,38
1003158,21
1003167,33
1003122,38
1003175,38
1003149,37
1003165,26
1003111,35
1003123,35
1003142,19
1003120,29
1003173,24
1003144,33
1003156,21
1003125,20
1003155,34
1003146,24
1003110,29
1003140,25
1003133,36
1003157,36
1003128,23
1003119,49
1003124,52
1003114,28
1003176,22
1003238,25
1003203,27
1003213,23
1003230,24
1003212,39
1003221,27
1003182,23
1003186,25
1003219,26
1003214,23
1003193,27
1003234,29
1003184,51
1003180,45
1003237,24
1003199,33
1003246,36
1003195,28
1003179,23
1003206,23
1003231,21
1003241,23
1003198,39
1003183,24
1003235,29
1003224,27
1003239,26
1003210,24
1003228,38
1003233,27
1003244,24
1003201,29
1003185,38
1003242,36
1003240,48
1003181,48
1003178,27
1003190,28
1003245,26
1003192,27
1003232,26
1003243,22
1003217,32
1003229,26
1003177,37
1003209,40
1003236,27
1003215,40
1003223,30
1003226,34
1003204,30
1003216,34
1003211,27
1003194,21
1003225,23
1003196,31
1003197,24
1003189,24
1003205,27
1003188,35
1003220,32
1003202,29
1003208,20
1003222,27
1003227,34
1003191,25
1003187,27
1003218,32
1003200,20
1003207,22
1003260,31
1003319,30
1003286,36
1003285,24
1003252,33
1003302,30
1003303,33
1003291,38
1003263,34
1003300,22
1003307,35
1003305,34
1003247,38
1003276,30
1003259,26
1003321,25
1003320,38
1003295,33
1003293,25
1003253,21
1003270,33
1003297,31
1003268,46
1003323,19
1003272,22
1003306,24
1003255,28
1003256,29
1003311,33
1003314,32
1003289,40
1003309,21
1003292,27
1003296,35
1003324,31
1003294,31
1003288,23
1003269,36
1003313,28
1003283,20
1003262,28
1003271,43
1003310,30
1003312,25
1003277,26
1003248,23
1003261,38
1003315,31
1003280,35
1003308,20
1003251,27
1003317,30
1003281,34
1003258,32
1003254,24
1003298,31
1003264,26
1003250,32
1003267,33
1003290,24
1003266,23
1003318,45
1003274,23
1003287,26
1003304,30
1003275,28
1003284,23
1003257,27
1003273,44
1003282,20
1003278,45
1003249,26
1003316,36
1003322,30
1003299,40
1003265,47
1003279,32
1003325,32
1003301,35
1003339,24
1003336,40
1003363,25
1003368,26
1003326,27
1003347,21
1003337,26
1003328,23
1003330,39
1003378,31
1003359,37
1003364,29
1003370,23
1003353,30
1003366,33
1003358,31
1003329,44
