PurchaseID,TransactionID,CustomerID,ProductUPC,Quantity,total_sales
46,10300122,1001043,845773115334,2,$25.98
47,10300124,1001045,374613020864,1,$10.97
48,10300133,1001053,969568933713,1,$32.99
49,10300133,1001053,140160459467,2,$97.90
50,10300133,1001053,717036112695,5,$304.95
51,10300130,1001036,140160459467,2,$97.90
52,10300137,1001057,845773115334,1,$12.99
53,10300125,1001046,904582148679,1,$12.97
54,10300125,1001046,73201504044,1,$18.95
55,10300125,1001046,140160459467,1,$48.95
56,10300135,1001055,441530839394,2,$56.90
57,10300134,1001054,575410882303,1,$21.95
58,10300138,1001058,575410882303,1,$21.95
59,10300127,1001048,242313721729,1,$65.99
60,10300126,1001047,717036112695,2,$121.98
61,10300131,1001051,719638485153,1,$72.99
62,10300131,1001051,733426809698,2,$37.90
63,10300128,1001049,469757173540,1,$35.99
64,10300136,1001056,242313721729,1,$65.99
65,10300132,1001052,832878954342,1,$45.99
66,10300129,1001050,719638485153,3,$218.97
67,10300156,1001075,100469015054,3,$56.85
68,10300149,1001068,344538897332,1,$19.99
69,10300154,1001073,704772572943,1,$35.98
70,10300145,1001064,73201504044,1,$18.95
71,10300151,1001070,904582148679,1,$12.97
72,10300148,1001067,441530839394,1,$28.45
73,10300139,1001040,733426809698,1,$18.95
74,10300150,1001069,719638485153,1,$72.99
75,10300150,1001069,425361189561,1,$15.99
76,10300141,1001060,469757173540,2,$71.98
77,10300141,1001060,969568933713,1,$32.99
78,10300152,1001071,140160459467,1,$48.95
79,10300152,1001071,733426809698,2,$37.90
80,10300143,1001062,242313721729,1,$65.99
81,10300143,1001062,575410882303,3,$65.85
82,10300146,1001065,344934101144,3,$74.85
83,10300155,1001074,242313721729,1,$65.99
84,10300153,1001072,704772572943,1,$35.98
85,10300147,1001066,904582148679,1,$12.97
86,10300144,1001063,733426809698,1,$18.95
87,10300144,1001063,140160459467,1,$48.95
88,10300144,1001063,845773115334,2,$25.98
89,10300144,1001063,832878954342,1,$45.99
90,10300140,1001059,832878954342,3,$137.97
91,10300142,1001061,719638485153,2,$145.98
92,10300171,1001089,287663658863,1,$9.95
93,10300170,1001088,344538897332,1,$19.99
94,10300170,1001088,832878954342,2,$91.98
95,10300183,1001101,483326155497,2,$21.98
96,10300183,1001101,374613020864,1,$10.97
97,10300183,1001101,845773115334,2,$25.98
98,10300183,1001101,425361189561,1,$15.99
99,10300185,1001103,344934101144,1,$24.95
100,10300185,1001103,344538897332,2,$39.98
101,10300176,1001094,575410882303,1,$21.95
102,10300164,1001082,425361189561,1,$15.99
103,10300181,1001099,733426809698,1,$18.95
104,10300182,1001100,100469015054,1,$18.95
105,10300182,1001100,704772572943,1,$35.98
106,10300169,1001087,242313721729,1,$65.99
107,10300157,1001076,242313721729,1,$65.99
108,10300157,1001076,521244155990,1,$54.95
109,10300184,1001102,469757173540,1,$35.99
110,10300161,1001080,441530839394,3,$85.35
111,10300162,1001081,969568933713,2,$65.98
112,10300162,1001081,374613020864,1,$10.97
113,10300166,1001084,469757173540,1,$35.99
114,10300166,1001084,733426809698,1,$18.95
115,10300175,1001093,719638485153,1,$72.99
116,10300168,1001086,904582148679,1,$12.97
117,10300187,1001105,242313721729,1,$65.99
118,10300172,1001090,425361189561,1,$15.99
119,10300174,1001092,521244155990,1,$54.95
120,10300174,1001092,832878954342,1,$45.99
121,10300174,1001092,704772572943,1,$35.98
122,10300174,1001092,374613020864,1,$10.97
123,10300174,1001092,100469015054,1,$18.95
124,10300180,1001098,733426809698,4,$75.80
125,10300159,1001078,904582148679,2,$25.94
126,10300165,1001083,521244155990,1,$54.95
127,10300167,1001085,140160459467,1,$48.95
128,10300158,1001077,904582148679,1,$12.97
129,10300160,1001079,242313721729,3,$197.97
130,10300186,1001104,344934101144,1,$24.95
131,10300178,1001096,344538897332,1,$19.99
132,10300178,1001096,441530839394,2,$56.90
133,10300173,1001091,344934101144,1,$24.95
134,10300177,1001095,73201504044,2,$37.90
135,10300177,1001095,483326155497,1,$10.99
136,10300163,1001027,832878954342,1,$45.99
137,10300179,1001097,904582148679,1,$12.97
138,10300179,1001097,904582148679,5,$64.85
139,10300189,1001107,717036112695,3,$182.97
140,10300206,1001122,374613020864,1,$10.97
141,10300206,1001122,845773115334,1,$12.99
142,10300194,1001036,425361189561,1,$15.99
143,10300192,1001110,242313721729,1,$65.99
144,10300192,1001110,344538897332,1,$19.99
145,10300216,1001131,521244155990,1,$54.95
146,10300209,1001125,287663658863,1,$9.95
147,10300209,1001125,469757173540,1,$35.99
148,10300209,1001125,374613020864,1,$10.97
149,10300212,1001127,733426809698,1,$18.95
150,10300212,1001127,621046126170,1,$22.99
151,10300212,1001127,73201504044,1,$18.95
152,10300190,1001108,969568933713,1,$32.99
153,10300214,1001129,704772572943,1,$35.98
154,10300201,1001117,344538897332,1,$19.99
155,10300213,1001128,845773115334,1,$12.99
156,10300205,1001121,287663658863,1,$9.95
157,10300205,1001121,441530839394,1,$28.45
158,10300203,1001119,521244155990,2,$109.90
159,10300195,1001112,73201504044,4,$75.80
160,10300208,1001124,469757173540,1,$35.99
161,10300202,1001118,719638485153,3,$218.97
162,10300202,1001118,441530839394,1,$28.45
163,10300202,1001118,904582148679,1,$12.97
164,10300188,1001106,344538897332,3,$59.97
165,10300200,1001116,469757173540,1,$35.99
166,10300200,1001116,100469015054,1,$18.95
167,10300200,1001116,100469015054,2,$37.90
168,10300210,1001126,733426809698,2,$37.90
169,10300198,1001115,469757173540,1,$35.99
170,10300211,1001080,374613020864,4,$43.88
171,10300207,1001123,344934101144,1,$24.95
172,10300197,1001114,969568933713,1,$32.99
173,10300199,1001017,469757173540,1,$35.99
174,10300204,1001120,242313721729,2,$131.98
175,10300204,1001120,287663658863,1,$9.95
176,10300191,1001109,575410882303,1,$21.95
177,10300193,1001111,140160459467,1,$48.95
178,10300215,1001130,733426809698,1,$18.95
179,10300196,1001113,969568933713,1,$32.99
180,10300218,1001133,521244155990,1,$54.95
181,10300218,1001133,717036112695,1,$60.99
182,10300230,1001144,832878954342,2,$91.98
183,10300229,1001143,733426809698,1,$18.95
184,10300217,1001132,344934101144,1,$24.95
185,10300224,1001139,242313721729,3,$197.97
186,10300226,1001141,575410882303,3,$65.85
187,10300228,1001142,242313721729,1,$65.99
188,10300228,1001142,719638485153,1,$72.99
189,10300228,1001142,73201504044,1,$18.95
190,10300233,1001146,521244155990,1,$54.95
191,10300221,1001136,73201504044,1,$18.95
192,10300222,1001137,845773115334,3,$38.97
193,10300232,1001145,441530839394,1,$28.45
194,10300225,1001140,717036112695,1,$60.99
195,10300227,1001062,73201504044,1,$18.95
196,10300227,1001062,575410882303,1,$21.95
197,10300231,1001112,100469015054,2,$37.90
198,10300220,1001135,441530839394,1,$28.45
199,10300219,1001134,832878954342,1,$45.99
200,10300223,1001138,140160459467,1,$48.95
201,10300238,1001150,575410882303,1,$21.95
202,10300235,1001014,904582148679,1,$12.97
203,10300242,1001154,344538897332,1,$19.99
204,10300241,1001153,344934101144,2,$49.90
205,10300237,1001149,904582148679,2,$25.94
206,10300237,1001149,845773115334,1,$12.99
207,10300243,1001155,469757173540,2,$71.98
208,10300244,1001156,483326155497,1,$10.99
209,10300236,1001148,242313721729,1,$65.99
210,10300234,1001147,733426809698,1,$18.95
211,10300239,1001151,140160459467,1,$48.95
212,10300239,1001151,242313721729,1,$65.99
213,10300240,1001152,344934101144,1,$24.95
214,10300246,1001158,845773115334,1,$12.99
215,10300247,1001159,287663658863,2,$19.90
216,10300248,1001160,242313721729,1,$65.99
217,10300248,1001160,521244155990,1,$54.95
218,10300245,1001157,344538897332,1,$19.99
219,10300245,1001157,441530839394,4,$113.80
220,10300251,1001163,100469015054,2,$37.90
221,10300263,1001173,73201504044,1,$18.95
222,10300252,1001051,344538897332,1,$19.99
223,10300252,1001051,344934101144,2,$49.90
224,10300249,1001161,73201504044,2,$37.90
225,10300249,1001161,621046126170,1,$22.99
226,10300249,1001161,719638485153,1,$72.99
227,10300249,1001161,717036112695,1,$60.99
228,10300258,1001169,469757173540,1,$35.99
229,10300259,1001170,344934101144,1,$24.95
230,10300253,1001164,287663658863,1,$9.95
231,10300257,1001168,100469015054,2,$37.90
232,10300257,1001168,575410882303,1,$21.95
233,10300257,1001168,704772572943,2,$71.96
234,10300257,1001168,242313721729,2,$131.98
235,10300257,1001168,344538897332,1,$19.99
236,10300254,1001165,845773115334,1,$12.99
237,10300261,1001172,100469015054,1,$18.95
238,10300250,1001162,733426809698,1,$18.95
239,10300260,1001171,621046126170,1,$22.99
240,10300260,1001171,469757173540,1,$35.99
241,10300260,1001171,344934101144,1,$24.95
242,10300262,1001135,832878954342,1,$45.99
243,10300262,1001135,344538897332,2,$39.98
244,10300255,1001166,719638485153,2,$145.98
245,10300256,1001167,733426809698,1,$18.95
246,10300267,1001177,100469015054,3,$56.85
247,10300276,1001185,733426809698,1,$18.95
248,10300269,1001179,344538897332,2,$39.98
249,10300271,1001181,733426809698,1,$18.95
250,10300274,1001081,483326155497,2,$21.98
251,10300283,1001192,73201504044,2,$37.90
252,10300282,1001191,521244155990,1,$54.95
253,10300268,1001178,242313721729,1,$65.99
254,10300268,1001178,733426809698,1,$18.95
255,10300268,1001178,425361189561,1,$15.99
256,10300268,1001178,469757173540,1,$35.99
257,10300288,1001197,374613020864,1,$10.97
258,10300270,1001180,344934101144,1,$24.95
259,10300265,1001175,100469015054,1,$18.95
260,10300284,1001193,100469015054,1,$18.95
261,10300280,1001189,969568933713,1,$32.99
262,10300286,1001195,832878954342,1,$45.99
263,10300286,1001195,904582148679,5,$64.85
264,10300286,1001195,242313721729,1,$65.99
265,10300266,1001176,621046126170,1,$22.99
266,10300277,1001186,140160459467,1,$48.95
267,10300277,1001186,719638485153,1,$72.99
268,10300278,1001187,469757173540,1,$35.99
269,10300273,1001183,575410882303,1,$21.95
270,10300279,1001188,733426809698,2,$37.90
271,10300279,1001188,575410882303,1,$21.95
272,10300279,1001188,73201504044,1,$18.95
273,10300279,1001188,100469015054,1,$18.95
274,10300275,1001184,969568933713,2,$65.98
275,10300281,1001190,73201504044,1,$18.95
276,10300287,1001196,100469015054,2,$37.90
277,10300272,1001182,733426809698,1,$18.95
278,10300264,1001174,441530839394,1,$28.45
279,10300285,1001194,344538897332,2,$39.98
280,10300302,1001210,733426809698,1,$18.95
281,10300313,1001221,374613020864,1,$10.97
282,10300299,1001207,717036112695,1,$60.99
283,10300305,1001213,733426809698,1,$18.95
284,10300305,1001213,425361189561,1,$15.99
285,10300304,1001212,575410882303,1,$21.95
286,10300290,1001199,100469015054,1,$18.95
287,10300290,1001199,287663658863,1,$9.95
288,10300290,1001199,441530839394,1,$28.45
289,10300296,1001204,845773115334,1,$12.99
290,10300303,1001211,469757173540,1,$35.99
291,10300317,1001224,344934101144,1,$24.95
292,10300298,1001206,521244155990,1,$54.95
293,10300292,1001201,733426809698,1,$18.95
294,10300318,1001225,242313721729,2,$131.98
295,10300318,1001225,140160459467,1,$48.95
296,10300318,1001225,904582148679,1,$12.97
297,10300291,1001200,140160459467,1,$48.95
298,10300316,1001168,704772572943,1,$35.98
299,10300316,1001168,845773115334,1,$12.99
300,10300316,1001168,100469015054,1,$18.95
301,10300316,1001168,469757173540,1,$35.99
302,10300311,1001219,469757173540,1,$35.99
303,10300310,1001218,287663658863,1,$9.95
304,10300314,1001222,242313721729,1,$65.99
305,10300314,1001222,73201504044,1,$18.95
306,10300308,1001216,469757173540,1,$35.99
307,10300308,1001216,733426809698,2,$37.90
308,10300308,1001216,904582148679,2,$25.94
309,10300315,1001223,832878954342,1,$45.99
310,10300315,1001223,242313721729,1,$65.99
311,10300289,1001198,904582148679,1,$12.97
312,10300301,1001209,287663658863,1,$9.95
313,10300301,1001209,344538897332,1,$19.99
314,10300306,1001214,469757173540,1,$35.99
315,10300293,1001021,73201504044,2,$37.90
316,10300293,1001021,969568933713,1,$32.99
317,10300293,1001021,344538897332,1,$19.99
318,10300293,1001021,441530839394,1,$28.45
319,10300319,1001226,469757173540,2,$71.98
320,10300300,1001208,140160459467,1,$48.95
321,10300300,1001208,704772572943,1,$35.98
322,10300295,1001203,73201504044,2,$37.90
323,10300309,1001217,521244155990,1,$54.95
324,10300309,1001217,904582148679,1,$12.97
325,10300312,1001220,704772572943,1,$35.98
326,10300307,1001215,469757173540,1,$35.99
327,10300297,1001205,73201504044,1,$18.95
328,10300297,1001205,733426809698,1,$18.95
329,10300297,1001205,73201504044,5,$94.75
330,10300297,1001205,100469015054,1,$18.95
331,10300294,1001202,733426809698,2,$37.90
332,10300338,1001243,704772572943,1,$35.98
333,10300351,1001256,904582148679,1,$12.97
334,10300330,1001236,100469015054,1,$18.95
335,10300348,1001253,344934101144,1,$24.95
336,10300348,1001253,374613020864,1,$10.97
337,10300324,1001230,73201504044,2,$37.90
338,10300337,1001242,832878954342,1,$45.99
339,10300333,1001239,100469015054,1,$18.95
340,10300353,1001258,469757173540,1,$35.99
341,10300343,1001248,242313721729,1,$65.99
342,10300340,1001245,832878954342,1,$45.99
343,10300340,1001245,344934101144,1,$24.95
344,10300320,1001227,242313721729,2,$131.98
345,10300342,1001247,904582148679,1,$12.97
346,10300326,1001232,374613020864,1,$10.97
347,10300326,1001232,717036112695,1,$60.99
348,10300323,1001229,374613020864,1,$10.97
349,10300322,1001165,374613020864,1,$10.97
350,10300356,1001261,73201504044,1,$18.95
351,10300344,1001249,521244155990,2,$109.90
352,10300327,1001233,374613020864,1,$10.97
353,10300350,1001255,287663658863,1,$9.95
354,10300328,1001234,733426809698,1,$18.95
355,10300354,1001259,242313721729,1,$65.99
356,10300354,1001259,969568933713,2,$65.98
357,10300357,1001262,73201504044,2,$37.90
358,10300341,1001246,140160459467,1,$48.95
359,10300335,1001240,100469015054,1,$18.95
360,10300335,1001240,904582148679,1,$12.97
361,10300355,1001260,73201504044,1,$18.95
362,10300355,1001260,287663658863,1,$9.95
363,10300355,1001260,469757173540,4,$143.96
364,10300355,1001260,575410882303,1,$21.95
365,10300339,1001244,100469015054,1,$18.95
366,10300339,1001244,140160459467,1,$48.95
367,10300359,1001264,100469015054,1,$18.95
368,10300325,1001231,733426809698,1,$18.95
369,10300346,1001251,733426809698,1,$18.95
370,10300346,1001251,832878954342,1,$45.99
371,10300358,1001263,344934101144,5,$124.75
372,10300358,1001263,73201504044,1,$18.95
373,10300321,1001228,425361189561,1,$15.99
374,10300331,1001237,621046126170,1,$22.99
375,10300345,1001250,969568933713,1,$32.99
376,10300329,1001235,717036112695,1,$60.99
377,10300332,1001238,374613020864,1,$10.97
378,10300332,1001238,100469015054,1,$18.95
379,10300332,1001238,344934101144,1,$24.95
380,10300332,1001238,521244155990,3,$164.85
381,10300336,1001241,845773115334,4,$51.96
382,10300336,1001241,733426809698,1,$18.95
383,10300336,1001241,344538897332,2,$39.98
384,10300349,1001254,969568933713,1,$32.99
385,10300349,1001254,100469015054,1,$18.95
386,10300349,1001254,719638485153,1,$72.99
387,10300349,1001254,521244155990,4,$219.80
388,10300352,1001257,344538897332,1,$19.99
389,10300352,1001257,73201504044,1,$18.95
390,10300334,1001171,374613020864,1,$10.97
391,10300347,1001252,287663658863,1,$9.95
392,10300369,1001273,704772572943,1,$35.98
393,10300369,1001273,73201504044,1,$18.95
394,10300363,1001267,969568933713,1,$32.99
395,10300379,1001282,733426809698,1,$18.95
396,10300379,1001282,344538897332,1,$19.99
397,10300380,1001283,100469015054,1,$18.95
398,10300368,1001272,719638485153,1,$72.99
399,10300371,1001275,832878954342,1,$45.99
400,10300371,1001275,969568933713,1,$32.99
401,10300367,1001271,733426809698,1,$18.95
402,10300378,1001281,832878954342,1,$45.99
403,10300362,1001266,140160459467,1,$48.95
404,10300360,1001239,717036112695,1,$60.99
405,10300365,1001269,73201504044,2,$37.90
406,10300381,1001284,521244155990,1,$54.95
407,10300374,1001277,832878954342,1,$45.99
408,10300374,1001277,469757173540,1,$35.99
409,10300377,1001280,374613020864,1,$10.97
410,10300372,1001190,374613020864,2,$21.94
411,10300373,1001276,469757173540,1,$35.99
412,10300373,1001276,100469015054,1,$18.95
413,10300361,1001265,704772572943,1,$35.98
414,10300375,1001278,344538897332,1,$19.99
415,10300375,1001278,845773115334,1,$12.99
416,10300364,1001268,242313721729,1,$65.99
417,10300376,1001279,374613020864,2,$21.94
418,10300370,1001274,845773115334,1,$12.99
419,10300366,1001270,374613020864,1,$10.97
420,10300382,1001177,733426809698,2,$37.90
421,10300395,1001295,469757173540,1,$35.99
422,10300387,1001289,344934101144,1,$24.95
423,10300387,1001289,469757173540,1,$35.99
424,10300391,1001292,100469015054,1,$18.95
425,10300391,1001292,425361189561,1,$15.99
426,10300388,1001290,719638485153,3,$218.97
427,10300383,1001285,719638485153,1,$72.99
428,10300393,1001074,469757173540,1,$35.99
429,10300393,1001074,441530839394,1,$28.45
430,10300389,1001291,287663658863,1,$9.95
431,10300389,1001291,100469015054,1,$18.95
432,10300384,1001286,287663658863,1,$9.95
433,10300394,1001294,733426809698,1,$18.95
434,10300385,1001287,469757173540,1,$35.99
435,10300385,1001287,344538897332,1,$19.99
436,10300385,1001287,832878954342,1,$45.99
437,10300385,1001287,73201504044,1,$18.95
438,10300392,1001293,242313721729,1,$65.99
439,10300392,1001293,733426809698,1,$18.95
440,10300386,1001288,344934101144,1,$24.95
441,10300390,1001185,374613020864,1,$10.97
442,10300405,1001304,287663658863,2,$19.90
443,10300399,1001299,845773115334,1,$12.99
444,10300399,1001299,140160459467,1,$48.95
445,10300415,1001314,969568933713,1,$32.99
446,10300398,1001298,100469015054,1,$18.95
447,10300408,1001307,733426809698,1,$18.95
448,10300403,1001271,374613020864,1,$10.97
449,10300411,1001310,287663658863,1,$9.95
450,10300413,1001312,621046126170,1,$22.99
451,10300409,1001308,969568933713,2,$65.98
452,10300409,1001308,374613020864,1,$10.97
453,10300401,1001301,717036112695,1,$60.99
454,10300404,1001303,73201504044,1,$18.95
455,10300414,1001313,521244155990,2,$109.90
456,10300396,1001296,521244155990,1,$54.95
457,10300397,1001297,832878954342,2,$91.98
458,10300412,1001311,73201504044,1,$18.95
459,10300406,1001305,845773115334,1,$12.99
460,10300406,1001305,733426809698,3,$56.85
461,10300407,1001306,374613020864,1,$10.97
462,10300407,1001306,441530839394,1,$28.45
463,10300402,1001302,425361189561,1,$15.99
464,10300402,1001302,100469015054,1,$18.95
465,10300402,1001302,904582148679,2,$25.94
466,10300410,1001309,425361189561,1,$15.99
467,10300400,1001300,719638485153,1,$72.99
468,10300447,1001343,469757173540,1,$35.99
469,10300425,1001323,469757173540,1,$35.99
470,10300442,1001338,242313721729,1,$65.99
471,10300433,1001330,469757173540,1,$35.99
472,10300433,1001330,832878954342,1,$45.99
473,10300435,1001332,441530839394,2,$56.90
474,10300435,1001332,73201504044,2,$37.90
475,10300444,1001340,969568933713,1,$32.99
476,10300416,1001315,845773115334,1,$12.99
477,10300453,1001348,469757173540,1,$35.99
478,10300423,1001321,100469015054,1,$18.95
479,10300422,1001320,469757173540,2,$71.98
480,10300449,1001345,242313721729,1,$65.99
481,10300451,1001346,344538897332,2,$39.98
482,10300440,1001336,140160459467,1,$48.95
483,10300440,1001336,733426809698,1,$18.95
484,10300420,1001318,242313721729,2,$131.98
485,10300426,1001150,832878954342,1,$45.99
486,10300426,1001150,441530839394,2,$56.90
487,10300418,1001103,575410882303,4,$87.80
488,10300428,1001325,717036112695,1,$60.99
489,10300428,1001325,73201504044,1,$18.95
490,10300428,1001325,469757173540,1,$35.99
491,10300417,1001316,100469015054,1,$18.95
492,10300417,1001316,344538897332,1,$19.99
493,10300443,1001339,344538897332,1,$19.99
494,10300419,1001317,904582148679,2,$25.94
495,10300438,1001335,374613020864,1,$10.97
496,10300424,1001322,344934101144,1,$24.95
497,10300434,1001331,73201504044,1,$18.95
498,10300434,1001331,717036112695,1,$60.99
499,10300434,1001331,969568933713,1,$32.99
500,10300436,1001333,344538897332,1,$19.99
501,10300441,1001337,242313721729,1,$65.99
502,10300441,1001337,704772572943,2,$71.96
503,10300441,1001337,845773115334,4,$51.96
504,10300421,1001319,73201504044,1,$18.95
505,10300439,1001294,469757173540,1,$35.99
506,10300437,1001334,832878954342,1,$45.99
507,10300445,1001341,704772572943,1,$35.98
508,10300432,1001329,242313721729,1,$65.99
509,10300450,1001162,100469015054,2,$37.90
510,10300448,1001344,344934101144,2,$49.90
511,10300427,1001324,469757173540,1,$35.99
512,10300427,1001324,242313721729,1,$65.99
513,10300431,1001328,469757173540,1,$35.99
514,10300431,1001328,100469015054,1,$18.95
515,10300446,1001342,73201504044,2,$37.90
516,10300446,1001342,344538897332,2,$39.98
517,10300430,1001327,575410882303,2,$43.90
518,10300429,1001326,832878954342,1,$45.99
519,10300429,1001326,904582148679,1,$12.97
520,10300452,1001347,469757173540,1,$35.99
521,10300452,1001347,733426809698,1,$18.95
522,10300488,1001379,374613020864,1,$10.97
523,10300454,1001349,717036112695,2,$121.98
524,10300454,1001349,140160459467,1,$48.95
525,10300454,1001349,441530839394,1,$28.45
526,10300457,1001352,904582148679,2,$25.94
527,10300487,1001378,832878954342,2,$91.98
528,10300476,1001369,140160459467,1,$48.95
529,10300461,1001355,733426809698,1,$18.95
530,10300461,1001355,704772572943,1,$35.98
531,10300461,1001355,719638485153,1,$72.99
532,10300461,1001355,73201504044,3,$56.85
533,10300459,1001087,719638485153,3,$218.97
534,10300460,1001354,344538897332,1,$19.99
535,10300455,1001350,521244155990,4,$219.80
536,10300470,1001363,733426809698,1,$18.95
537,10300467,1001360,100469015054,2,$37.90
538,10300463,1001357,140160459467,1,$48.95
539,10300471,1001364,719638485153,1,$72.99
540,10300466,1001359,425361189561,1,$15.99
541,10300485,1001377,483326155497,2,$21.98
542,10300469,1001362,733426809698,1,$18.95
543,10300469,1001362,969568933713,1,$32.99
544,10300490,1001381,100469015054,1,$18.95
545,10300481,1001043,719638485153,1,$72.99
546,10300482,1001374,73201504044,3,$56.85
547,10300474,1001367,575410882303,1,$21.95
548,10300483,1001375,704772572943,1,$35.98
549,10300486,1001373,287663658863,1,$9.95
550,10300478,1001371,575410882303,1,$21.95
551,10300475,1001368,521244155990,1,$54.95
552,10300489,1001380,719638485153,1,$72.99
553,10300458,1001353,140160459467,3,$146.85
554,10300456,1001351,344934101144,1,$24.95
555,10300479,1001372,832878954342,1,$45.99
556,10300479,1001372,704772572943,1,$35.98
557,10300468,1001361,100469015054,4,$75.80
558,10300472,1001365,832878954342,1,$45.99
559,10300472,1001365,374613020864,1,$10.97
560,10300480,1001373,469757173540,1,$35.99
561,10300462,1001356,441530839394,2,$56.90
562,10300473,1001366,521244155990,2,$109.90
563,10300464,1001144,425361189561,1,$15.99
564,10300465,1001358,287663658863,2,$19.90
565,10300477,1001370,832878954342,4,$183.96
566,10300477,1001370,845773115334,1,$12.99
567,10300484,1001376,287663658863,1,$9.95
568,10300532,1001418,845773115334,1,$12.99
569,10300515,1001404,704772572943,1,$35.98
570,10300518,1001406,100469015054,1,$18.95
571,10300525,1001412,733426809698,1,$18.95
572,10300502,1001393,100469015054,2,$37.90
573,10300519,1001407,140160459467,2,$97.90
574,10300528,1001415,969568933713,1,$32.99
575,10300503,1001107,344934101144,1,$24.95
576,10300514,1001403,904582148679,1,$12.97
577,10300509,1001399,374613020864,3,$32.91
578,10300509,1001399,344538897332,3,$59.97
579,10300509,1001399,521244155990,2,$109.90
580,10300500,1001391,733426809698,1,$18.95
581,10300522,1001409,344538897332,1,$19.99
582,10300511,1001401,719638485153,1,$72.99
583,10300533,1001419,425361189561,2,$31.98
584,10300508,1001398,441530839394,2,$56.90
585,10300495,1001386,344934101144,1,$24.95
586,10300497,1001388,469757173540,1,$35.99
587,10300501,1001392,733426809698,1,$18.95
588,10300510,1001400,832878954342,1,$45.99
589,10300498,1001389,140160459467,5,$244.75
590,10300523,1001410,344538897332,2,$39.98
591,10300496,1001387,704772572943,1,$35.98
592,10300513,1001240,242313721729,1,$65.99
593,10300513,1001240,832878954342,1,$45.99
594,10300505,1001395,73201504044,1,$18.95
595,10300494,1001385,242313721729,1,$65.99
596,10300494,1001385,374613020864,1,$10.97
597,10300521,1001301,469757173540,1,$35.99
598,10300521,1001301,719638485153,2,$145.98
599,10300529,1001416,832878954342,4,$183.96
600,10300512,1001402,242313721729,1,$65.99
601,10300507,1001397,73201504044,1,$18.95
602,10300507,1001397,719638485153,2,$145.98
603,10300531,1001417,242313721729,1,$65.99
604,10300492,1001383,733426809698,1,$18.95
605,10300527,1001414,717036112695,1,$60.99
606,10300527,1001414,621046126170,1,$22.99
607,10300499,1001390,969568933713,1,$32.99
608,10300526,1001413,374613020864,1,$10.97
609,10300520,1001408,717036112695,2,$121.98
610,10300524,1001411,733426809698,1,$18.95
611,10300506,1001396,832878954342,2,$91.98
612,10300517,1001405,344538897332,3,$59.97
613,10300516,1001377,344538897332,1,$19.99
614,10300504,1001394,621046126170,1,$22.99
615,10300491,1001382,242313721729,1,$65.99
616,10300493,1001384,575410882303,1,$21.95
617,10300530,1001141,904582148679,1,$12.97
618,10300530,1001141,832878954342,1,$45.99
619,10300530,1001141,242313721729,1,$65.99
620,10300530,1001141,733426809698,1,$18.95
621,10300562,1001447,969568933713,1,$32.99
622,10300568,1001453,521244155990,1,$54.95
623,10300568,1001453,441530839394,4,$113.80
624,10300574,1001459,575410882303,2,$43.90
625,10300566,1001451,521244155990,1,$54.95
626,10300566,1001451,73201504044,1,$18.95
627,10300585,1001469,717036112695,1,$60.99
628,10300560,1001445,483326155497,1,$10.99
629,10300556,1001442,733426809698,1,$18.95
630,10300539,1001425,733426809698,1,$18.95
631,10300539,1001425,344934101144,2,$49.90
632,10300557,1001094,733426809698,1,$18.95
633,10300542,1001428,425361189561,1,$15.99
