Student_ID,Test_ID,math_score,reading_score,writing_score
304,305E9F1AA67D,63,65,62
305,F3003375BB3D,67,66,62
306,E9A4A3D1A455,53,66,62
307,2FF132E08CA3,77,66,62
308,FC51978DBF62,77,66,62
309,9E11F1395DE2,61,66,62
310,D9FCACCA0258,71,66,62
311,A9CCF5316DB5,71,67,62
312,92CFA0704F8C,72,68,62
313,198BC28F4C79,55,69,62
314,DF7E31538559,71,70,62
315,29D5420C7B8E,69,71,62
316,56814287F614,53,56,63
317,FB92FD5CDD33,58,58,63
318,1AD236703C0A,52,60,63
319,270901840C45,67,60,63
320,59981EEA96CE,42,60,63
321,F407302B4506,60,62,63
322,3720461F4483,61,63,63
323,96330EDCA9EC,67,63,63
324,0627DDC78F2B,65,63,63
325,8C95992C1D85,80,63,63
326,451048AA3C25,54,63,63
327,5DF8FAAFB299,71,64,63
328,4B059F14F68D,70,65,63
329,E6B17B9C62AB,58,65,63
330,C99E2A998253,69,65,63
331,8CC38609E32B,72,65,63
332,6D564E40A439,61,66,63
333,9F4D737752D8,62,66,63
334,1036AB4B89A5,78,66,63
335,3369487B6030,65,67,63
336,1329C72D8787,64,67,63
337,D370FD74A8D1,72,67,63
338,6C4962F3F175,69,67,63
339,832D9942C6B8,81,67,63
340,FDA4D0DDDE7F,70,68,63
341,9E1BAE3EFE7D,60,68,63
342,E982335D6BCA,71,70,63
343,DAF574DC1DCC,66,74,63
344,38A756689D01,46,58,64
345,48BDB417D917,51,58,64
346,22568EDE52C4,48,58,64
347,EBFF21605CC6,63,60,64
348,1AAE34AE28EB,61,61,64
349,E9442F4653E3,77,61,64
350,CD62C0037B30,56,61,64
351,BEEF12C482D0,67,62,64
352,DA4A1D845E53,58,62,64
353,145B74D5CDD6,64,63,64
354,240766E80C3D,58,63,64
355,2387ECDB2D21,65,64,64
356,D297CAC662B1,61,65,64
357,C0E6B3F5D132,58,65,64
358,8F6780D2A492,65,65,64
359,A09DB2B3F507,75,65,64
360,03C440C5199C,52,66,64
361,8CC9C9B495DD,70,67,64
362,8BC7D3CA2209,67,68,64
363,394A549666A0,59,68,64
364,00A29B9734B4,65,69,64
365,F54D045537F4,54,69,64
366,2885445CF71F,64,69,64
367,1F1950AD9E3C,50,70,64
368,D40F05782253,76,72,64
369,75B650A5FA2E,77,79,64
370,D4FFA9CDD071,57,55,65
371,BD9E59C0DC39,41,56,65
372,84AD2EBE3EB3,65,58,65
373,81767BB9205A,50,58,65
374,67986BFFBF51,55,60,65
375,84A35900FBAB,59,62,65
376,61FAA8D38819,67,62,65
377,35AF11AEA790,60,62,65
378,1032999DACF8,51,63,65
379,0ED9E08A488F,73,63,65
380,EE9D165109EA,55,64,65
381,6470DBE6EB35,50,64,65
382,E958CBC5FFF7,48,64,65
383,6CD0DF673D58,58,65,65
384,DC16EE01489C,64,65,65
385,D834CCCC7EAE,60,65,65
386,41D102A9B781,59,66,65
387,CB0BA8AFDD70,61,66,65
388,ACE9A55708FE,76,67,65
389,760EE84C6AA7,69,68,65
390,FEF58C35727E,61,68,65
391,254077DBC4D5,68,68,65
392,BCAD2AF6F5E7,50,68,65
393,27F80CDA66D5,77,69,65
394,5D962802996C,71,69,65
395,8A952A2D7D1A,61,70,65
396,A2D8C0C04E1E,74,70,65
397,ACCB4E96A23C,67,71,65
398,BD5932B3BD71,90,72,65
399,1A13D6CCAE8E,61,73,65
400,3806A01744EC,60,77,65
401,E1E4E56C0276,56,60,66
402,9C340292AC83,78,61,66
403,E93F19AAA1E1,62,61,66
404,078C9D6C7846,56,62,66
405,0B93C820D727,59,63,66
406,63188317312F,61,63,66
407,C1FE5D19F013,86,64,66
408,CD9944E34A1B,69,64,66
409,922109685F29,66,65,66
410,F0D469E44A0F,56,65,66
411,2E3EA6868028,60,65,66
412,A599129D0F26,75,65,66
413,233208F4FE32,77,65,66
414,321E963F5D2A,70,65,66
415,6609C7960EAA,54,65,66
416,17DEC51E5DFC,68,66,66
417,05A1EBB67463,71,67,66
418,4A333A23C5D0,71,67,66
419,BA9D19F0E1C1,73,67,66
420,D3B75D5A27F7,83,67,66
421,2C2CADABA5B9,65,67,66
422,1B88E8DF360F,70,67,66
423,A21613612F0D,58,67,66
424,39FA45B7DC20,74,69,66
425,9ABD506FE024,77,69,66
426,2A8732C4F5C2,67,70,66
427,9495216FD8AA,62,70,66
428,87F427094745,66,70,66
429,1D6A51BCD702,70,70,66
430,49BA5F7B8BCA,78,72,66
431,8F98FAED8372,85,73,66
432,F5221FAF3D22,76,73,66
433,B79537E22F9F,69,61,67
434,0304022FC741,75,62,67
435,0D2E9EB0A950,49,63,67
436,685E2F3C546D,56,65,67
437,7AC55AD8DB89,62,66,67
438,B0EEAAF4FAEF,70,67,67
439,47391A9A8ACD,67,67,67
440,C4EE54CE9551,74,67,67
441,36D5545BFA4D,55,67,67
442,EFC8DCB1139C,87,67,67
443,CD8FB8898D24,57,68,67
444,35587BE80172,75,68,67
445,4221B685538D,77,69,67
446,00286B0CC7E8,75,70,67
447,7BB547276B1E,80,70,67
448,ECC06C13AD29,58,70,67
449,48308204DEAB,75,70,67
450,22DD464BA2AB,70,71,67
451,A5FB48C78B4B,87,72,67
452,E898000312DC,70,72,67
453,033D1D1734FE,70,76,67
454,A4FD384F7256,55,79,67
455,DCBC3F1A9843,65,64,68
456,001F77FB52EB,66,65,68
457,9CE51413C045,56,67,68
458,098D3CC1683B,62,67,68
459,C0FFC751B751,51,68,68
460,5450C151A48E,57,68,68
461,08295C79993F,73,69,68
462,D489D7FD445B,76,69,68
463,85D341012F75,68,69,68
464,D128D6CBA66A,76,69,68
465,FEE71DB64712,59,69,68
466,22E7A1158638,62,70,68
467,23498828DBAD,84,70,68
468,434FE647F2B5,63,73,68
469,77CBC1086423,70,76,68
470,2071184615A3,67,62,69
471,F2D1D7DBD65F,61,64,69
472,2E57E622CA59,69,64,69
473,76BB9D890DD5,67,65,69
474,DD07CD125535,79,66,69
475,FABB79BBEF58,62,67,69
476,CC2F443C5C99,58,68,69
477,81F77091A590,77,68,69
478,54750234029D,74,68,69
479,3F8284ED2793,58,68,69
480,F83EBC9F4C13,63,68,69
481,7676195ABF74,65,68,69
482,BD27CE6F9E0E,60,69,69
483,AA4108492775,59,69,69
484,7547755F36C2,61,69,69
485,77F5F1800B95,55,69,69
486,C184023552D8,46,70,69
487,A5BFA723B10C,73,70,69
488,67408F770515,66,71,69
489,6D3F608FE710,96,71,69
490,32B495DE2EE2,66,71,69
491,15105D5AE66F,61,71,69
492,8B1B5F3FDEB2,68,72,69
493,64EDA4262789,79,72,69
494,89F994C48FD1,71,73,69
495,43E1519F2042,65,74,69
496,FCF0690076CC,85,75,69
497,45066AC412F5,95,75,69
498,934D314D8F45,77,76,69
499,80EB2329985A,81,78,69
500,60258D646DDB,76,65,70
501,64A37879240B,76,66,70
502,6FC0071A7924,59,66,70
503,D39427F2F8C2,66,66,70
504,B56E329AAA43,51,67,70
505,F584055FF5BB,54,68,70
506,EF5CF3F7F42E,65,68,70
507,82940E318886,77,69,70
508,D6B2B541E861,77,69,70
509,74FBBB154C39,67,71,70
510,4A1ABE7D39C9,66,71,70
511,964AAAB6B273,63,71,70
512,6481B5D6B762,85,71,70
513,CA5AEBCB2524,60,71,70
514,FDC96A87583F,55,72,70
515,8B0D05E5DFAB,85,73,70
516,D856824B08C5,66,73,70
517,7F0F1226035E,82,74,70
518,D63633E80D95,85,74,70
519,C742FB8EA4AB,63,74,70
520,550757E1C0B3,63,75,70
521,E64E600928E1,76,76,70
522,621B0AA39775,59,76,70
523,F2A04EFE2C04,56,77,70
524,94234B8A48F4,70,77,70
525,E38759EE6B1A,60,77,70
526,43E44C1EBD17,69,77,70
527,A3CCABFB4B5C,86,78,70
528,32FA3310B17C,79,80,70
529,CD18750B1755,80,80,70
530,6ABE33B6BD9E,55,64,71
531,C123348C8D52,72,65,71
532,FDF6FE283A49,70,65,71
533,BBA2B77408F2,72,66,71
534,9DDCF587CCEB,59,66,71
535,4FEF1470383C,61,68,71
536,3D9017734B99,60,69,71
537,DA5D0EE8390E,59,70,71
538,FD9405EDC3A4,76,70,71
539,5A8AE4B9B146,81,71,71
540,DA30D2997CD0,87,72,71
541,1AF90CE789E2,79,72,71
542,DB9A0DC0BED4,74,72,71
543,352996286170,63,72,71
544,1A41D5CC16B9,66,73,71
545,419BAB44F9B4,85,73,71
546,67E87F36DDEC,70,74,71
547,5E47FD12696B,81,74,71
548,ED1F7DB9F62E,58,75,71
549,79409BE1102D,79,75,71
550,4A5D8A4FD2B4,77,76,71
551,9B5005FD8A1B,76,76,71
552,619D49540715,75,77,71
553,8539A389EC5D,71,78,71
554,F4835D2A718B,79,80,71
555,48DAABACAE14,59,63,72
556,F5BF6241319E,56,65,72
557,4E013FE63B70,71,66,72
558,723E537F641E,63,68,72
559,1FE8E2345AEC,47,68,72
560,12B92F8CBA64,79,68,72
561,CF98716BC4C6,61,69,72
562,50FF5F86E68D,56,69,72
563,79C116F98641,66,70,72
564,E2258E4F09CA,75,71,72
565,211BCA3E5FEE,85,71,72
566,EA1892100CDF,75,72,72
567,2A238AE66A67,79,72,72
568,DB0C9DBC1132,52,72,72
569,57C7975F7905,67,73,72
570,30B694BB28A7,65,73,72
571,78DE1881B331,60,73,72
572,AA7E547E96F1,89,74,72
573,C109B259FCA1,56,74,72
574,9DBF6C7E95C5,59,75,72
575,9DD832A8F1AA,79,76,72
576,CDD5C84A6CFC,64,77,72
577,ABD6FC557089,69,78,72
578,FBAC0A9BF036,57,79,72
579,92CF2A874655,61,84,72
580,B944854DBA45,77,69,73
581,A10DAD7189E6,62,70,73
582,89F1B077BA34,86,70,73
583,7AA894032868,53,71,73
584,7854354FFC63,61,71,73
585,F707B7C6FBC0,70,71,73
586,72E5D0E6DA12,53,71,73
587,B77EDAA37689,72,72,73
588,21D6F8F21AA2,72,72,73
589,C9D5EA88E5F8,70,74,73
590,FE6802584ED3,73,74,73
591,40AC24919374,67,74,73
592,EA4D0B05736A,60,75,73
593,762DE13EC60E,71,76,73
594,35458460B846,68,76,73
595,9DA62A96796F,79,77,73
596,A6F110D43D3E,85,77,73
597,8FA43DD771B2,80,77,73
598,8238B886DBAC,71,78,73
599,86E579B6A0FB,77,78,73
600,950C36E7E880,78,81,73
601,AE6DD4190E1A,82,83,73
602,4058B111F4FF,79,67,74
603,7586562AAF7E,83,69,74
604,51D6F3E69095,66,70,74
605,6CE52C7A48DE,79,71,74
606,AA8CD3D4EF3A,66,71,74
607,FD0C41A0A1D0,67,71,74
608,BA0433D8A643,68,71,74
609,2D41B37D0255,78,71,74
610,0E53E811B61E,59,71,74
611,20D059A58CAA,62,72,74
612,DB000515888C,71,72,74
613,7AF8D2A3201F,76,72,74
614,888DAF19A48E,83,72,74
615,8438496CD8B9,56,73,74
616,3C533912A0FA,56,73,74
617,F27D5FAAB689,71,73,74
618,BB7035BF4ADA,70,75,74
619,339F9AA99514,66,75,74
620,F0714931CC06,85,75,74
621,AA7288A8359C,77,77,74
622,D2FFDDE96F7B,77,79,74
623,94975EB1D5FF,62,81,74
624,B0F3DAF53680,56,82,74
625,22AF361EB8BC,71,68,75
626,8A4C29C07972,66,68,75
627,C13AC580A790,60,69,75
628,5C998F62377E,61,71,75
629,11773EC36EC1,79,72,75
630,61713BB4AFCE,78,72,75
631,630BB8BB6794,73,72,75
632,92F0728236CC,68,73,75
633,C29BC720D6C6,78,75,75
634,76FF6E4F240C,75,75,75
635,C138FF071BC1,63,77,75
636,8DD3D758A61A,76,77,75
637,CD06AE4F3639,87,78,75
638,771D0BC4FB5E,64,78,75
639,4F8E13C5777B,86,79,75
640,EF10567A6D03,64,79,75
641,9C50571B35D7,62,79,75
642,4CC92A9ECFD3,59,79,75
643,738618B83B57,81,79,75
644,680CF5F7AEEF,85,80,75
645,2ED3BCFBF98E,81,80,75
646,0C2C7A7D9F06,74,80,75
647,C3A1689DC962,87,82,75
648,98C57B1D2E5C,81,82,75
649,1C0C676F6404,62,84,75
650,F9994998CC67,69,68,76
651,C2719A2BC6E0,76,72,76
652,6165661F1FD3,66,72,76
653,57789A1110EB,80,73,76
654,DBF6650049AE,56,73,76
655,029F2F46E208,68,74,76
656,CE3C4FE15187,73,74,76
657,563ADEA2D777,85,74,76
658,A94B66617C21,59,75,76
659,7286040E7974,75,75,76
660,52A74FEAFA2B,76,76,76
661,66F1CCAB0182,75,76,76
662,F50EFA167C35,73,76,76
663,A2F665623C4F,82,76,76
664,C956E9858E3E,71,77,76
665,ABAD74B3A465,79,77,76
666,74D18C5B476A,72,77,76
667,F62BA0EBE1F4,60,78,76
668,BDB1E4A411D2,64,78,76
669,869A0ACEB1DE,86,78,76
670,B303BB730654,74,79,76
671,7D39374EC805,79,79,76
672,2E217CBBFD14,69,81,76
673,BA41D2DBD884,71,81,76
674,0409A342D107,66,82,76
675,E955849C4B86,85,83,76
676,E4D35FFFEE48,74,91,76
677,03E9B1593CBA,88,72,77
678,6EE9A7526F8F,74,73,77
679,E4D12A1EC897,73,73,77
680,C47F958ADF64,60,74,77
681,B8C8AA0F6A72,92,74,77
682,35A31E2FB72F,78,74,77
683,0A2F3D1EAC79,65,75,77
684,C1F066AD475D,72,75,77
685,325C2D277D3F,68,76,77
686,E513901FA3C6,58,77,77
687,7EDBB8F1D71C,78,77,77
688,FF22679D9BC8,73,77,77
689,782682A38E93,80,78,77
690,62E4CAED39FD,59,79,77
691,FDFB401FB111,70,79,77
692,8436CBC3C15C,63,79,77
693,CBDFAF9B7616,93,80,77
694,5E2828C74273,88,82,77
695,82B43EA3DA70,82,82,77
696,7B3C7D120C7A,89,88,77
697,F70C456BED4E,67,72,78
698,1C12888E215A,72,72,78
699,4948C2745C80,69,73,78
700,3DAA4AA75CB6,73,76,78
701,933F864098BB,77,76,78
702,CB25069087C9,84,76,78
703,83D31445FEF4,75,76,78
704,3B399EA04CF2,64,76,78
705,C616172759E8,77,76,78
706,6794DCBE9181,76,78,78
707,CB6391C19F30,68,78,78
708,F8E503B20A19,78,78,78
709,2B3E643FA766,69,78,78
710,E99ED75412EA,72,80,78
711,37519D30A333,84,81,78
712,1419793DEED9,77,82,78
713,0A715CA3393F,70,83,78
714,A547CBA4D950,78,83,78
715,1F5C0DB56347,74,84,78
716,AD59DD156E95,92,84,78
717,5E84F1380970,80,87,78
718,0E5CF28C44E4,67,72,79
719,B92F5B2EFB11,70,74,79
720,39719261D1BF,72,75,79
721,3E802BC8F946,76,76,79
722,84B769FB0573,79,76,79
723,274622CB9E2B,65,76,79
724,CC3F9DA412EB,68,76,79
725,9EF30BB08016,64,76,79
726,F14C07566C13,85,77,79
727,CBFFD6EA6552,70,77,79
728,B3852DFAC7E0,67,78,79
729,8F0644B7C78E,72,78,79
730,539454A178CB,75,78,79
731,EB60210EBD43,67,79,79
732,CFA5E0229773,83,79,79
733,60B7C15BF23C,73,80,79
734,8B3A9E1DC751,71,80,79
735,C23B5A073A81,76,80,79
736,F1421799A6B3,73,81,79
737,CDF2F698C392,83,82,79
738,6B188C86D3BB,94,84,79
739,A1099A67BA1C,97,84,79
740,E977EE1D149C,82,84,79
741,930AAA9B8074,81,84,79
742,A37DB832B74A,86,86,79
743,D80CEC6DAF4C,90,88,79
744,81EA5AACAE62,72,89,79
745,D3A656E62F7B,73,91,79
746,A16B78F7FB62,78,69,80
747,6D90AC5C0251,65,74,80
748,0C88704B3A92,91,75,80
749,D2CD4A9C4E2C,71,76,80
750,2125640ECC02,70,77,80
751,41A28855086B,68,78,80
752,F3114277CE37,69,78,80
753,D0ADAEEBDA9F,84,80,80
754,9AC3A9DEE300,86,80,80
755,75B5503ACB0F,72,82,80
756,C44DAB2103DD,94,83,80
757,D3FB1811A60B,85,85,80
758,A804470B0878,72,86,80
759,2A3EFCBB1621,77,76,81
760,BF55A2C58A1B,77,76,81
761,772F18D7EF4A,81,77,81
762,28AC86821ED4,71,77,81
763,8E1E147D6666,76,77,81
764,CA030BFFD583,60,78,81
765,44D1D8189B94,81,78,81
766,09583E86500A,73,82,81
767,B530265E2540,84,82,81
768,B5762A3F177E,79,83,81
769,B0F071BE0C1D,89,84,81
770,CCFC6B4B6798,78,85,81
771,8A8F66A1F44A,70,85,81
772,21D71B2E128A,75,86,81
773,9E51BE31D56D,76,89,81
774,CE48DF40E321,83,89,81
775,13BE594AEFDB,86,92,81
776,3EEA16DB60B1,74,75,82
777,A49A7C8E020F,74,77,82
778,25EDF5FE7661,89,77,82
779,C1951B0A66DE,96,77,82
780,AF844C87F237,80,77,82
781,C8744326ED44,88,79,82
782,B4252DADA10F,81,80,82
783,1C9DDA9C4CBB,71,80,82
784,921550861CAA,81,81,82
785,F0E46D5B7AF1,91,81,82
786,33E7E16B6081,79,83,82
787,2DA879154519,92,84,82
788,784EF86B34E7,77,84,82
789,358CEF526D9E,65,85,82
790,0E13F6C2C762,79,85,82
791,5696B5A4EE70,87,86,82
792,5735592E2F04,66,86,82
793,16649925C023,67,86,82
794,23EC1BD20ABE,78,87,82
795,959495040897,66,87,82
796,6FFE4CE605E7,76,89,82
797,F73D7D73A788,75,90,82
798,D8041D85C9AC,73,78,83
799,B68618EBE61A,56,79,83
800,1C6E72EE226E,77,79,83
801,5DFC51D3BB3C,75,79,83
802,A7C2EE515FB8,91,79,83
803,320181ACE77A,73,81,83
804,42EAD879A019,84,82,83
805,35F14201AF59,77,82,83
