Student_ID,Student_ID,,Course_ID
395FE2E19FE6,395FE2E19FE6,,70
4268FC1BBF04,4268FC1BBF04,,71
48547B1FCFE0,48547B1FCFE0,,72
D0B0F313C535,D0B0F313C535,,73
4A92F11EF803,4A92F11EF803,,74
DEFE4FA15059,DEFE4FA15059,,75
E7436BC28858,E7436BC28858,,76
EA94E2C3709E,EA94E2C3709E,,77
14767BD4E13A,14767BD4E13A,,78
6AB2F507F1B1,6AB2F507F1B1,,79
C8D9B82062BF,C8D9B82062BF,,80
035827F94A61,035827F94A61,,81
6078960BD537,6078960BD537,,82
56A440B24863,56A440B24863,,83
E9C5A0CE239F,E9C5A0CE239F,,84
EDE430AD39D6,EDE430AD39D6,,85
993F208CAFA0,993F208CAFA0,,86
6129D3AA7E7F,6129D3AA7E7F,,87
51A8CC09F9FF,51A8CC09F9FF,,88
18F422B236A7,18F422B236A7,,89
2F36BFFD67B4,2F36BFFD67B4,,90
AB0D7FB833BB,AB0D7FB833BB,,91
707E7440EA76,707E7440EA76,,92
E0B7E82AB286,E0B7E82AB286,,93
8BF820548DED,8BF820548DED,,94
7D40083BCBC1,7D40083BCBC1,,95
224EB4ACD536,224EB4ACD536,,96
CC1C1725F728,CC1C1725F728,,97
E31B8A46282D,E31B8A46282D,,98
B10E0949211E,B10E0949211E,,99
A94491B61F15,A94491B61F15,,100
EAD8E09DFA79,EAD8E09DFA79,,101
93D484D71799,93D484D71799,,102
BDE86DC495C6,BDE86DC495C6,,103
E18AB12AB162,E18AB12AB162,,104
226866F9C863,226866F9C863,,105
7871AA9DD084,7871AA9DD084,,106
74B8C805F3D9,74B8C805F3D9,,107
17106B3281C1,17106B3281C1,,108
19D32C291DDF,19D32C291DDF,,109
6A89E12B5DEC,6A89E12B5DEC,,110
28017C810D08,28017C810D08,,111
165285871EF4,165285871EF4,,112
FAB8D651298F,FAB8D651298F,,113
CF51A52CD06A,CF51A52CD06A,,114
BB3CCFB22F7B,BB3CCFB22F7B,,115
61A8766708E7,61A8766708E7,,116
00A86A3C467B,00A86A3C467B,,117
19722F5952DD,19722F5952DD,,118
5F73E8A5C12D,5F73E8A5C12D,,119
157D23B47BBF,157D23B47BBF,,120
E7A6F35016F2,E7A6F35016F2,,121
C8F0B3D5312C,C8F0B3D5312C,,122
3005C243B257,3005C243B257,,123
D5340932D27E,D5340932D27E,,124
87CA803A0EA2,87CA803A0EA2,,125
EDC3ED6DC9A6,EDC3ED6DC9A6,,126
2307B5AF2A5A,2307B5AF2A5A,,127
BFAC1D129ED3,BFAC1D129ED3,,128
99610D179BB1,99610D179BB1,,129
515A86600BEB,515A86600BEB,,130
36FEF26338A0,36FEF26338A0,,131
B6216E2EADCE,B6216E2EADCE,,132
5E330507B99D,5E330507B99D,,133
395856098203,395856098203,,134
A02902536932,A02902536932,,135
9E9A6347A464,9E9A6347A464,,136
3276FF5247AB,3276FF5247AB,,137
99658306486E,99658306486E,,138
F995C3B84455,F995C3B84455,,139
5EC54A3634C4,5EC54A3634C4,,140
1E4760172997,1E4760172997,,141
DE272CCB97E4,DE272CCB97E4,,142
71056FB2AD17,71056FB2AD17,,143
382B60906C52,382B60906C52,,144
7CC1CEAE852E,7CC1CEAE852E,,145
3BDD8AD15E95,3BDD8AD15E95,,146
4EFBB6761292,4EFBB6761292,,147
0AACB8FF24B4,0AACB8FF24B4,,148
1898EAD6447B,1898EAD6447B,,149
49B485B1DFF6,49B485B1DFF6,,150
172F932A5471,172F932A5471,,151
65849BDF3E9C,65849BDF3E9C,,152
411FA5DF14A0,411FA5DF14A0,,153
B40031E14282,B40031E14282,,154
6670670DE4A0,6670670DE4A0,,155
6FD841149FEC,6FD841149FEC,,156
BACB506B8512,BACB506B8512,,157
8D33C0362397,8D33C0362397,,158
18E9521269A3,18E9521269A3,,159
1F51FFB81525,1F51FFB81525,,160
06434770BAC4,06434770BAC4,,161
A7522D288698,A7522D288698,,162
334CD50F9DEB,334CD50F9DEB,,163
226840CABC14,226840CABC14,,164
F1D0A5877494,F1D0A5877494,,165
C91925B8883D,C91925B8883D,,166
7CDCD2A3CC30,7CDCD2A3CC30,,167
2E726A491B81,2E726A491B81,,168
C19CF10E0311,C19CF10E0311,,169
4403A800FA0C,4403A800FA0C,,170
B03A186B6F6A,B03A186B6F6A,,171
F817F2CC6CD9,F817F2CC6CD9,,172
A3A5558121AA,A3A5558121AA,,173
5C4D3C4A8FAF,5C4D3C4A8FAF,,174
7497EC3330F0,7497EC3330F0,,175
1EFC92B0F8CA,1EFC92B0F8CA,,176
24CF63F300D2,24CF63F300D2,,177
F62CEF9005D6,F62CEF9005D6,,178
36F499DE4744,36F499DE4744,,179
459116B06019,459116B06019,,180
CD1065DD9120,CD1065DD9120,,181
BFF287E77E33,BFF287E77E33,,182
5336CCAB317E,5336CCAB317E,,183
7835B3AF6B18,7835B3AF6B18,,184
5189121EA9A3,5189121EA9A3,,185
15BAA7386610,15BAA7386610,,186
1761EAEB10A9,1761EAEB10A9,,187
75FFFC0FB397,75FFFC0FB397,,188
CED46B7954A8,CED46B7954A8,,189
605AC17D0204,605AC17D0204,,190
736B4EA905FB,736B4EA905FB,,191
ABD89FE93EC2,ABD89FE93EC2,,192
C782923511BF,C782923511BF,,193
7D90E0B4EBDF,7D90E0B4EBDF,,194
F368AD373F48,F368AD373F48,,195
514359F1B74D,514359F1B74D,,196
5231F7FC4320,5231F7FC4320,,197
3CC1A93E1853,3CC1A93E1853,,198
278DEF78BEC1,278DEF78BEC1,,199
EF35905E7B1F,EF35905E7B1F,,200
A49C2A63E851,A49C2A63E851,,201
8EEC776A43D9,8EEC776A43D9,,202
975B6F95D4AE,975B6F95D4AE,,203
1F1DB4F82983,1F1DB4F82983,,204
6578EB41D207,6578EB41D207,,205
B86511A16115,B86511A16115,,206
FB2C3926D4EF,FB2C3926D4EF,,207
8D0AD0B0F306,8D0AD0B0F306,,208
8618601C8824,8618601C8824,,209
E73A11C8FA77,E73A11C8FA77,,210
97DA59B1F1C8,97DA59B1F1C8,,211
5189D8C1F336,5189D8C1F336,,212
1BD6E6A550A1,1BD6E6A550A1,,213
5E8E25E0E08D,5E8E25E0E08D,,214
4CA8AC460BAD,4CA8AC460BAD,,215
446C38A82833,446C38A82833,,216
16DC7150CCD8,16DC7150CCD8,,217
9555F6ACDE13,9555F6ACDE13,,218
A2FFFCBD3D99,A2FFFCBD3D99,,219
0122E35F1919,0122E35F1919,,220
4322895D34FF,4322895D34FF,,221
62AC5143150B,62AC5143150B,,222
168F35937296,168F35937296,,223
D2FBBE842488,D2FBBE842488,,224
1A9B276FB346,1A9B276FB346,,225
589C6B138C1A,589C6B138C1A,,226
CBF82FFD35DE,CBF82FFD35DE,,227
A5A44CFE114D,A5A44CFE114D,,228
D04CD3B2E453,D04CD3B2E453,,229
C27A73C1E958,C27A73C1E958,,230
5C6E4E772A46,5C6E4E772A46,,231
37808CD38737,37808CD38737,,232
1130955A6644,1130955A6644,,233
5BFE009AF2B7,5BFE009AF2B7,,234
D271E08199D1,D271E08199D1,,235
0D61BA602316,0D61BA602316,,236
E26EB2269D25,E26EB2269D25,,237
75098DACE4FD,75098DACE4FD,,238
E0C4F7D14B55,E0C4F7D14B55,,239
54200F61AF70,54200F61AF70,,240
38CD7CA404EF,38CD7CA404EF,,241
9DF2F5473FA8,9DF2F5473FA8,,242
C9254BEBC1E0,C9254BEBC1E0,,243
2397396066FF,2397396066FF,,244
9051B7C03F73,9051B7C03F73,,245
45C2B209B3B3,45C2B209B3B3,,246
61C8C5733BB5,61C8C5733BB5,,247
E7AFE8B0FC13,E7AFE8B0FC13,,248
B15BD476EEBC,B15BD476EEBC,,249
06F57C0CE294,06F57C0CE294,,250
15C2005F8BE6,15C2005F8BE6,,251
E5C92545045F,E5C92545045F,,252
2FDB4F923A22,2FDB4F923A22,,253
E336763331F2,E336763331F2,,254
07A1A2FDE3EC,07A1A2FDE3EC,,255
B3FC3CAE4EA9,B3FC3CAE4EA9,,256
501A0C75823D,501A0C75823D,,257
B9BA665B319A,B9BA665B319A,,258
B340B10A3EA0,B340B10A3EA0,,259
74512218FBE9,74512218FBE9,,260
C81E93B1C0AC,C81E93B1C0AC,,261
14B7CC4AEB5B,14B7CC4AEB5B,,262
4473581D28E3,4473581D28E3,,263
27C73E600CC0,27C73E600CC0,,264
58F192B5E015,58F192B5E015,,265
91B34C69D0A6,91B34C69D0A6,,266
267964940168,267964940168,,267
932F0D2360F8,932F0D2360F8,,268
C3D918FD62E0,C3D918FD62E0,,269
45D15C5E203A,45D15C5E203A,,270
402093B50F07,402093B50F07,,271
C995E6225DB5,C995E6225DB5,,272
544662C2A4EE,544662C2A4EE,,273
C3061BF79477,C3061BF79477,,274
9478F8191330,9478F8191330,,275
920E90292BFF,920E90292BFF,,276
1526707671A1,1526707671A1,,277
3D8DC159614F,3D8DC159614F,,278
1A0A099A44C9,1A0A099A44C9,,279
6C0FC39AFD0F,6C0FC39AFD0F,,280
4739DDD476DC,4739DDD476DC,,281
77E4A818DBC7,77E4A818DBC7,,282
7C711505EC7E,7C711505EC7E,,283
90110B2C38E6,90110B2C38E6,,284
F09D1FCF3966,F09D1FCF3966,,285
6F91658B6649,6F91658B6649,,286
157A83960377,157A83960377,,287
86E3CAC49AB9,86E3CAC49AB9,,288
ADEA1A9BDA25,ADEA1A9BDA25,,289
F7CFBA05F4A7,F7CFBA05F4A7,,290
B22935154156,B22935154156,,291
95FE8B6700A3,95FE8B6700A3,,292
2BB66599B20D,2BB66599B20D,,293
52C681C4BB58,52C681C4BB58,,294
1C1ADA4E9E7F,1C1ADA4E9E7F,,295
D38F05E656BA,D38F05E656BA,,296
9A1460731552,9A1460731552,,297
45FE852B31C8,45FE852B31C8,,298
4F1D3DD077AD,4F1D3DD077AD,,299
D11B4FDCE6FC,D11B4FDCE6FC,,300
7F5A13CFBDA0,7F5A13CFBDA0,,301
F61EF2F86206,F61EF2F86206,,302
4802DCF935A0,4802DCF935A0,,303
305E9F1AA67D,305E9F1AA67D,,304
F3003375BB3D,F3003375BB3D,,305
E9A4A3D1A455,E9A4A3D1A455,,306
2FF132E08CA3,2FF132E08CA3,,307
FC51978DBF62,FC51978DBF62,,308
9E11F1395DE2,9E11F1395DE2,,309
D9FCACCA0258,D9FCACCA0258,,310
A9CCF5316DB5,A9CCF5316DB5,,311
92CFA0704F8C,92CFA0704F8C,,312
198BC28F4C79,198BC28F4C79,,313
DF7E31538559,DF7E31538559,,314
29D5420C7B8E,29D5420C7B8E,,315
56814287F614,56814287F614,,316
FB92FD5CDD33,FB92FD5CDD33,,317
1AD236703C0A,1AD236703C0A,,318
270901840C45,270901840C45,,319
59981EEA96CE,59981EEA96CE,,320
F407302B4506,F407302B4506,,321
3720461F4483,3720461F4483,,322
96330EDCA9EC,96330EDCA9EC,,323
0627DDC78F2B,0627DDC78F2B,,324
8C95992C1D85,8C95992C1D85,,325
451048AA3C25,451048AA3C25,,326
5DF8FAAFB299,5DF8FAAFB299,,327
4B059F14F68D,4B059F14F68D,,328
E6B17B9C62AB,E6B17B9C62AB,,329
C99E2A998253,C99E2A998253,,330
8CC38609E32B,8CC38609E32B,,331
6D564E40A439,6D564E40A439,,332
9F4D737752D8,9F4D737752D8,,333
1036AB4B89A5,1036AB4B89A5,,334
3369487B6030,3369487B6030,,335
1329C72D8787,1329C72D8787,,336
D370FD74A8D1,D370FD74A8D1,,337
6C4962F3F175,6C4962F3F175,,338
832D9942C6B8,832D9942C6B8,,339
FDA4D0DDDE7F,FDA4D0DDDE7F,,340
9E1BAE3EFE7D,9E1BAE3EFE7D,,341
E982335D6BCA,E982335D6BCA,,342
DAF574DC1DCC,DAF574DC1DCC,,343
38A756689D01,38A756689D01,,344
48BDB417D917,48BDB417D917,,345
22568EDE52C4,22568EDE52C4,,346
EBFF21605CC6,EBFF21605CC6,,347
1AAE34AE28EB,1AAE34AE28EB,,348
E9442F4653E3,E9442F4653E3,,349
CD62C0037B30,CD62C0037B30,,350
BEEF12C482D0,BEEF12C482D0,,351
DA4A1D845E53,DA4A1D845E53,,352
145B74D5CDD6,145B74D5CDD6,,353
240766E80C3D,240766E80C3D,,354
2387ECDB2D21,2387ECDB2D21,,355
D297CAC662B1,D297CAC662B1,,356
C0E6B3F5D132,C0E6B3F5D132,,357
8F6780D2A492,8F6780D2A492,,358
A09DB2B3F507,A09DB2B3F507,,359
03C440C5199C,03C440C5199C,,360
8CC9C9B495DD,8CC9C9B495DD,,361
8BC7D3CA2209,8BC7D3CA2209,,362
394A549666A0,394A549666A0,,363
00A29B9734B4,00A29B9734B4,,364
F54D045537F4,F54D045537F4,,365
2885445CF71F,2885445CF71F,,366
1F1950AD9E3C,1F1950AD9E3C,,367
D40F05782253,D40F05782253,,368
75B650A5FA2E,75B650A5FA2E,,369
D4FFA9CDD071,D4FFA9CDD071,,370
BD9E59C0DC39,BD9E59C0DC39,,371
84AD2EBE3EB3,84AD2EBE3EB3,,372
81767BB9205A,81767BB9205A,,373
67986BFFBF51,67986BFFBF51,,374
84A35900FBAB,84A35900FBAB,,375
61FAA8D38819,61FAA8D38819,,376
35AF11AEA790,35AF11AEA790,,377
1032999DACF8,1032999DACF8,,378
0ED9E08A488F,0ED9E08A488F,,379
EE9D165109EA,EE9D165109EA,,380
6470DBE6EB35,6470DBE6EB35,,381
E958CBC5FFF7,E958CBC5FFF7,,382
6CD0DF673D58,6CD0DF673D58,,383
DC16EE01489C,DC16EE01489C,,384
D834CCCC7EAE,D834CCCC7EAE,,385
41D102A9B781,41D102A9B781,,386
CB0BA8AFDD70,CB0BA8AFDD70,,387
ACE9A55708FE,ACE9A55708FE,,388
760EE84C6AA7,760EE84C6AA7,,389
FEF58C35727E,FEF58C35727E,,390
254077DBC4D5,254077DBC4D5,,391
BCAD2AF6F5E7,BCAD2AF6F5E7,,392
27F80CDA66D5,27F80CDA66D5,,393
5D962802996C,5D962802996C,,394
8A952A2D7D1A,8A952A2D7D1A,,395
A2D8C0C04E1E,A2D8C0C04E1E,,396
ACCB4E96A23C,ACCB4E96A23C,,397
BD5932B3BD71,BD5932B3BD71,,398
1A13D6CCAE8E,1A13D6CCAE8E,,399
3806A01744EC,3806A01744EC,,400
E1E4E56C0276,E1E4E56C0276,,401
9C340292AC83,9C340292AC83,,402
E93F19AAA1E1,E93F19AAA1E1,,403
078C9D6C7846,078C9D6C7846,,404
0B93C820D727,0B93C820D727,,405
63188317312F,63188317312F,,406
C1FE5D19F013,C1FE5D19F013,,407
CD9944E34A1B,CD9944E34A1B,,408
922109685F29,922109685F29,,409
F0D469E44A0F,F0D469E44A0F,,410
2E3EA6868028,2E3EA6868028,,411
A599129D0F26,A599129D0F26,,412
233208F4FE32,233208F4FE32,,413
321E963F5D2A,321E963F5D2A,,414
6609C7960EAA,6609C7960EAA,,415
17DEC51E5DFC,17DEC51E5DFC,,416
05A1EBB67463,05A1EBB67463,,417
4A333A23C5D0,4A333A23C5D0,,418
BA9D19F0E1C1,BA9D19F0E1C1,,419
D3B75D5A27F7,D3B75D5A27F7,,420
2C2CADABA5B9,2C2CADABA5B9,,421
1B88E8DF360F,1B88E8DF360F,,422
A21613612F0D,A21613612F0D,,423
39FA45B7DC20,39FA45B7DC20,,424
9ABD506FE024,9ABD506FE024,,425
2A8732C4F5C2,2A8732C4F5C2,,426
9495216FD8AA,9495216FD8AA,,427
87F427094745,87F427094745,,428
1D6A51BCD702,1D6A51BCD702,,429
49BA5F7B8BCA,49BA5F7B8BCA,,430
8F98FAED8372,8F98FAED8372,,431
F5221FAF3D22,F5221FAF3D22,,432
B79537E22F9F,B79537E22F9F,,433
0304022FC741,0304022FC741,,434
0D2E9EB0A950,0D2E9EB0A950,,435
685E2F3C546D,685E2F3C546D,,436
7AC55AD8DB89,7AC55AD8DB89,,437
B0EEAAF4FAEF,B0EEAAF4FAEF,,438
47391A9A8ACD,47391A9A8ACD,,439
C4EE54CE9551,C4EE54CE9551,,440
36D5545BFA4D,36D5545BFA4D,,441
EFC8DCB1139C,EFC8DCB1139C,,442
CD8FB8898D24,CD8FB8898D24,,443
35587BE80172,35587BE80172,,444
4221B685538D,4221B685538D,,445
00286B0CC7E8,00286B0CC7E8,,446
7BB547276B1E,7BB547276B1E,,447
ECC06C13AD29,ECC06C13AD29,,448
48308204DEAB,48308204DEAB,,449
22DD464BA2AB,22DD464BA2AB,,450
A5FB48C78B4B,A5FB48C78B4B,,451
E898000312DC,E898000312DC,,452
033D1D1734FE,033D1D1734FE,,453
A4FD384F7256,A4FD384F7256,,454
DCBC3F1A9843,DCBC3F1A9843,,455
001F77FB52EB,001F77FB52EB,,456
9CE51413C045,9CE51413C045,,457
098D3CC1683B,098D3CC1683B,,458
C0FFC751B751,C0FFC751B751,,459
5450C151A48E,5450C151A48E,,460
08295C79993F,08295C79993F,,461
D489D7FD445B,D489D7FD445B,,462
85D341012F75,85D341012F75,,463
D128D6CBA66A,D128D6CBA66A,,464
FEE71DB64712,FEE71DB64712,,465
22E7A1158638,22E7A1158638,,466
23498828DBAD,23498828DBAD,,467
434FE647F2B5,434FE647F2B5,,468
77CBC1086423,77CBC1086423,,469
2071184615A3,2071184615A3,,470
F2D1D7DBD65F,F2D1D7DBD65F,,471
2E57E622CA59,2E57E622CA59,,472
76BB9D890DD5,76BB9D890DD5,,473
DD07CD125535,DD07CD125535,,474
FABB79BBEF58,FABB79BBEF58,,475
CC2F443C5C99,CC2F443C5C99,,476
81F77091A590,81F77091A590,,477
54750234029D,54750234029D,,478
3F8284ED2793,3F8284ED2793,,479
F83EBC9F4C13,F83EBC9F4C13,,480
7676195ABF74,7676195ABF74,,481
BD27CE6F9E0E,BD27CE6F9E0E,,482
AA4108492775,AA4108492775,,483
7547755F36C2,7547755F36C2,,484
77F5F1800B95,77F5F1800B95,,485
C184023552D8,C184023552D8,,486
A5BFA723B10C,A5BFA723B10C,,487
67408F770515,67408F770515,,488
6D3F608FE710,6D3F608FE710,,489
32B495DE2EE2,32B495DE2EE2,,490
15105D5AE66F,15105D5AE66F,,491
8B1B5F3FDEB2,8B1B5F3FDEB2,,492
64EDA4262789,64EDA4262789,,493
89F994C48FD1,89F994C48FD1,,494
43E1519F2042,43E1519F2042,,495
FCF0690076CC,FCF0690076CC,,496
45066AC412F5,45066AC412F5,,497
934D314D8F45,934D314D8F45,,498
80EB2329985A,80EB2329985A,,499
60258D646DDB,60258D646DDB,,500
64A37879240B,64A37879240B,,501
6FC0071A7924,6FC0071A7924,,502
D39427F2F8C2,D39427F2F8C2,,503
B56E329AAA43,B56E329AAA43,,504
F584055FF5BB,F584055FF5BB,,505
EF5CF3F7F42E,EF5CF3F7F42E,,506
82940E318886,82940E318886,,507
D6B2B541E861,D6B2B541E861,,508
74FBBB154C39,74FBBB154C39,,509
4A1ABE7D39C9,4A1ABE7D39C9,,510
964AAAB6B273,964AAAB6B273,,511
6481B5D6B762,6481B5D6B762,,512
CA5AEBCB2524,CA5AEBCB2524,,513
FDC96A87583F,FDC96A87583F,,514
8B0D05E5DFAB,8B0D05E5DFAB,,515
D856824B08C5,D856824B08C5,,516
7F0F1226035E,7F0F1226035E,,517
D63633E80D95,D63633E80D95,,518
C742FB8EA4AB,C742FB8EA4AB,,519
550757E1C0B3,550757E1C0B3,,520
E64E600928E1,E64E600928E1,,521
621B0AA39775,621B0AA39775,,522
F2A04EFE2C04,F2A04EFE2C04,,523
94234B8A48F4,94234B8A48F4,,524
E38759EE6B1A,E38759EE6B1A,,525
43E44C1EBD17,43E44C1EBD17,,526
A3CCABFB4B5C,A3CCABFB4B5C,,527
32FA3310B17C,32FA3310B17C,,528
CD18750B1755,CD18750B1755,,529
6ABE33B6BD9E,6ABE33B6BD9E,,530
C123348C8D52,C123348C8D52,,531
FDF6FE283A49,FDF6FE283A49,,532
BBA2B77408F2,BBA2B77408F2,,533
9DDCF587CCEB,9DDCF587CCEB,,534
4FEF1470383C,4FEF1470383C,,535
3D9017734B99,3D9017734B99,,536
DA5D0EE8390E,DA5D0EE8390E,,537
FD9405EDC3A4,FD9405EDC3A4,,538
5A8AE4B9B146,5A8AE4B9B146,,539
DA30D2997CD0,DA30D2997CD0,,540
1AF90CE789E2,1AF90CE789E2,,541
DB9A0DC0BED4,DB9A0DC0BED4,,542
352996286170,352996286170,,543
1A41D5CC16B9,1A41D5CC16B9,,544
419BAB44F9B4,419BAB44F9B4,,545
67E87F36DDEC,67E87F36DDEC,,546
5E47FD12696B,5E47FD12696B,,547
ED1F7DB9F62E,ED1F7DB9F62E,,548
79409BE1102D,79409BE1102D,,549
4A5D8A4FD2B4,4A5D8A4FD2B4,,550
9B5005FD8A1B,9B5005FD8A1B,,551
619D49540715,619D49540715,,552
8539A389EC5D,8539A389EC5D,,553
F4835D2A718B,F4835D2A718B,,554
48DAABACAE14,48DAABACAE14,,555
F5BF6241319E,F5BF6241319E,,556
4E013FE63B70,4E013FE63B70,,557
723E537F641E,723E537F641E,,558
1FE8E2345AEC,1FE8E2345AEC,,559
12B92F8CBA64,12B92F8CBA64,,560
CF98716BC4C6,CF98716BC4C6,,561
50FF5F86E68D,50FF5F86E68D,,562
79C116F98641,79C116F98641,,563
E2258E4F09CA,E2258E4F09CA,,564
211BCA3E5FEE,211BCA3E5FEE,,565
EA1892100CDF,EA1892100CDF,,566
2A238AE66A67,2A238AE66A67,,567
DB0C9DBC1132,DB0C9DBC1132,,568
57C7975F7905,57C7975F7905,,569
30B694BB28A7,30B694BB28A7,,570
78DE1881B331,78DE1881B331,,571
AA7E547E96F1,AA7E547E96F1,,572
C109B259FCA1,C109B259FCA1,,573
9DBF6C7E95C5,9DBF6C7E95C5,,574
9DD832A8F1AA,9DD832A8F1AA,,575
CDD5C84A6CFC,CDD5C84A6CFC,,576
ABD6FC557089,ABD6FC557089,,577
FBAC0A9BF036,FBAC0A9BF036,,578
92CF2A874655,92CF2A874655,,579
B944854DBA45,B944854DBA45,,580
A10DAD7189E6,A10DAD7189E6,,581
89F1B077BA34,89F1B077BA34,,582
7AA894032868,7AA894032868,,583
7854354FFC63,7854354FFC63,,584
F707B7C6FBC0,F707B7C6FBC0,,585
72E5D0E6DA12,72E5D0E6DA12,,586
B77EDAA37689,B77EDAA37689,,587
21D6F8F21AA2,21D6F8F21AA2,,588
C9D5EA88E5F8,C9D5EA88E5F8,,589
FE6802584ED3,FE6802584ED3,,590
40AC24919374,40AC24919374,,591
EA4D0B05736A,EA4D0B05736A,,592
762DE13EC60E,762DE13EC60E,,593
35458460B846,35458460B846,,594
9DA62A96796F,9DA62A96796F,,595
A6F110D43D3E,A6F110D43D3E,,596
8FA43DD771B2,8FA43DD771B2,,597
8238B886DBAC,8238B886DBAC,,598
86E579B6A0FB,86E579B6A0FB,,599
950C36E7E880,950C36E7E880,,600
AE6DD4190E1A,AE6DD4190E1A,,601
4058B111F4FF,4058B111F4FF,,602
7586562AAF7E,7586562AAF7E,,603
51D6F3E69095,51D6F3E69095,,604
6CE52C7A48DE,6CE52C7A48DE,,605
AA8CD3D4EF3A,AA8CD3D4EF3A,,606
FD0C41A0A1D0,FD0C41A0A1D0,,607
BA0433D8A643,BA0433D8A643,,608
2D41B37D0255,2D41B37D0255,,609
0E53E811B61E,0E53E811B61E,,610
20D059A58CAA,20D059A58CAA,,611
DB000515888C,DB000515888C,,612
7AF8D2A3201F,7AF8D2A3201F,,613
888DAF19A48E,888DAF19A48E,,614
8438496CD8B9,8438496CD8B9,,615
3C533912A0FA,3C533912A0FA,,616
F27D5FAAB689,F27D5FAAB689,,617
BB7035BF4ADA,BB7035BF4ADA,,618
339F9AA99514,339F9AA99514,,619
F0714931CC06,F0714931CC06,,620
AA7288A8359C,AA7288A8359C,,621
D2FFDDE96F7B,D2FFDDE96F7B,,622
94975EB1D5FF,94975EB1D5FF,,623
B0F3DAF53680,B0F3DAF53680,,624
22AF361EB8BC,22AF361EB8BC,,625
8A4C29C07972,8A4C29C07972,,626
C13AC580A790,C13AC580A790,,627
5C998F62377E,5C998F62377E,,628
11773EC36EC1,11773EC36EC1,,629
61713BB4AFCE,61713BB4AFCE,,630
630BB8BB6794,630BB8BB6794,,631
92F0728236CC,92F0728236CC,,632
C29BC720D6C6,C29BC720D6C6,,633
76FF6E4F240C,76FF6E4F240C,,634
C138FF071BC1,C138FF071BC1,,635
8DD3D758A61A,8DD3D758A61A,,636
CD06AE4F3639,CD06AE4F3639,,637
771D0BC4FB5E,771D0BC4FB5E,,638
4F8E13C5777B,4F8E13C5777B,,639
EF10567A6D03,EF10567A6D03,,640
9C50571B35D7,9C50571B35D7,,641
4CC92A9ECFD3,4CC92A9ECFD3,,642
738618B83B57,738618B83B57,,643
680CF5F7AEEF,680CF5F7AEEF,,644
2ED3BCFBF98E,2ED3BCFBF98E,,645
0C2C7A7D9F06,0C2C7A7D9F06,,646
C3A1689DC962,C3A1689DC962,,647
